city,people_served,state,url,utility_name,zip
Superior,95,WI,https://www.ewg.org/tapwater/system.php?pws=WI8160145,Manitou Falls Sanitary District No 1,54854
South Range,200,WI,https://www.ewg.org/tapwater/system.php?pws=WI8160143,Middle River Health & Rehab Center Inc.,54854
Superior,120,WI,https://www.ewg.org/tapwater/system.php?pws=WI8160146,Oliver Waterworks,54854
Superior,29571,WI,https://www.ewg.org/tapwater/system.php?pws=WI8160147,Superior Water Light & Power Company,54854
Clay Center,4177,KS,https://www.ewg.org/tapwater/system.php?pws=KS2002701,"Clay Center, City of",67432
Clifton,98,KS,https://www.ewg.org/tapwater/system.php?pws=KS2002704,Clay County Rural Water District 1,67432
Longford,950,KS,https://www.ewg.org/tapwater/system.php?pws=KS2002710,Clay County Rural Water District 2,67432
Green,128,KS,https://www.ewg.org/tapwater/system.php?pws=KS2002703,"Green, City of",67432
Clay Center,51,KS,https://www.ewg.org/tapwater/system.php?pws=KS2002702,Hawks Landing,67432
Longford,77,KS,https://www.ewg.org/tapwater/system.php?pws=KS2002706,"Longford, City of",67432
Morganville,187,KS,https://www.ewg.org/tapwater/system.php?pws=KS2002705,"Morganville, City of",67432
Wakefield,967,KS,https://www.ewg.org/tapwater/system.php?pws=KS2002708,"Wakefield, City of",67432
Palmdale,114260,CA,https://www.ewg.org/tapwater/system.php?pws=CA1910045,Antelope Valley - East Kern Water Agency,93252
Santa Paula,0,CA,https://www.ewg.org/tapwater/system.php?pws=CA5610046,United Water Cons District,93252
Loganton,475,PA,https://www.ewg.org/tapwater/system.php?pws=PA4180052,Loganton Borough Water System,17747
Loganton,115,PA,https://www.ewg.org/tapwater/system.php?pws=PA4180051,Greenburr Water Association,17747
Loganton,87,PA,https://www.ewg.org/tapwater/system.php?pws=PA4180066,Booneville Mutual Water Association,17747
Milton,1600,PA,https://www.ewg.org/tapwater/system.php?pws=PA4140081,Paw Nittany,17747
Loganton,75,PA,https://www.ewg.org/tapwater/system.php?pws=PA4180050,Eastville Water Association,17747
Mill Hall,425,PA,https://www.ewg.org/tapwater/system.php?pws=PA4180055,Porter Township Municipal Authority,17747
Bayonne,63000,NJ,https://www.ewg.org/tapwater/system.php?pws=NJ0901001,Bayonne Municipal Utilities Authority,07305
Brainerd,13590,MN,https://www.ewg.org/tapwater/system.php?pws=MN1180002,Brainerd,56435
Baxter,7610,MN,https://www.ewg.org/tapwater/system.php?pws=MN1180027,Baxter,56435
Crosby,2386,MN,https://www.ewg.org/tapwater/system.php?pws=MN1180008,Crosby,56435
Pequot Lakes,1200,MN,https://www.ewg.org/tapwater/system.php?pws=MN1180019,Pequot Lakes,56435
Pine River,944,MN,https://www.ewg.org/tapwater/system.php?pws=MN1110019,Pine River,56435
Bairoil,106,WY,https://www.ewg.org/tapwater/system.php?pws=WY5600003,"Bairoil, Town Of",82901
Green River,10500,WY,https://www.ewg.org/tapwater/system.php?pws=WY5601181,City of Green River,82901
Rock Springs,19050,WY,https://www.ewg.org/tapwater/system.php?pws=WY5601182,City of Rock Springs,82901
Rock Springs,1000,WY,https://www.ewg.org/tapwater/system.php?pws=WY5600091,Clearview Improvement Service,82901
Green River,238,WY,https://www.ewg.org/tapwater/system.php?pws=WY5601608,Desert Trails Mhc,82901
Rock Springs,46,WY,https://www.ewg.org/tapwater/system.php?pws=WY5600112,Farson Mobile Home Court,82901
Rock Springs,450,WY,https://www.ewg.org/tapwater/system.php?pws=WY5601202,Foothills Village Mobile Home Court,82901
Granger,135,WY,https://www.ewg.org/tapwater/system.php?pws=WY5600020,"Granger, Town Of",82901
Rock Springs,300,WY,https://www.ewg.org/tapwater/system.php?pws=WY5600088,"Horizon Mobile Home Park, Llc",82901
Green River,560,WY,https://www.ewg.org/tapwater/system.php?pws=WY5600810,Jamestown-rio Vista W & Sewer,82901
Rock Springs,326,WY,https://www.ewg.org/tapwater/system.php?pws=WY5601175,Lewis Mobile Home Park,82901
Little America,2000,WY,https://www.ewg.org/tapwater/system.php?pws=WY5600097,"Little America Hotels & Resorts, Inc- Wy",82901
Rock Springs,300,WY,https://www.ewg.org/tapwater/system.php?pws=WY5601203,Mobile Corrals/stalls Court,82901
Green River,1500,WY,https://www.ewg.org/tapwater/system.php?pws=WY5601173,Pioneer Mobile Home Park,82901
Point Of Rocks,150,WY,https://www.ewg.org/tapwater/system.php?pws=WY5600093,Point Of Rocks Mercantile,82901
Green River,25,WY,https://www.ewg.org/tapwater/system.php?pws=WY5600050,Rock Springs/green River Jp,82901
Rock Springs,690,WY,https://www.ewg.org/tapwater/system.php?pws=WY5601176,Skyline Village Mobile Home Pk,82901
Superior,250,WY,https://www.ewg.org/tapwater/system.php?pws=WY5600092,"Superior, Town Of",82901
Rock Springs,375,WY,https://www.ewg.org/tapwater/system.php?pws=WY5601369,Ten Mile Water & Sewer District,82901
Rock Springs,270,WY,https://www.ewg.org/tapwater/system.php?pws=WY5601206,Volcic Mobile Home Park,82901
Rock Springs,175,WY,https://www.ewg.org/tapwater/system.php?pws=WY5601607,W Bar K,82901
Wamsutter,450,WY,https://www.ewg.org/tapwater/system.php?pws=WY5600105,"Wamsutter, Town Of",82901
Rock Springs,448,WY,https://www.ewg.org/tapwater/system.php?pws=WY5601085,Western Hills Mobile Home Park,82901
Rock Springs,3000,WY,https://www.ewg.org/tapwater/system.php?pws=WY5601391,White Mt. Water & Sewer District,82901
Alexandria,54782,LA,https://www.ewg.org/tapwater/system.php?pws=LA1079001,City of Alexandria Water System,71325
Pineville,20315,LA,https://www.ewg.org/tapwater/system.php?pws=LA1079016,City of Pineville Water System,71325
Tioga,19983,LA,https://www.ewg.org/tapwater/system.php?pws=LA1079017,Rapides Parish Waterworks District 3,71325
Deville,10287,LA,https://www.ewg.org/tapwater/system.php?pws=LA1079004,Buckeye Water District 50,71325
Ville Platte,7628,LA,https://www.ewg.org/tapwater/system.php?pws=LA1039010,City of Ville Platte Water System,71325
Fort Branch,3518,IN,https://www.ewg.org/tapwater/system.php?pws=IN5226001,Fort Branch Water Department,47670
Francisco,802,IN,https://www.ewg.org/tapwater/system.php?pws=IN5226002,Francisco Water Department,47670
Haubstadt,4390,IN,https://www.ewg.org/tapwater/system.php?pws=IN5226009,Gibson Water Inc.,47670
Haubstadt,2378,IN,https://www.ewg.org/tapwater/system.php?pws=IN5226003,Haubstadt Water Department,47670
Hazleton,288,IN,https://www.ewg.org/tapwater/system.php?pws=IN5226004,Hazelton Water Department,47670
Oakland City,2800,IN,https://www.ewg.org/tapwater/system.php?pws=IN5226005,Oakland City Water Department,47670
Owensville,2125,IN,https://www.ewg.org/tapwater/system.php?pws=IN5226006,Owensville Water Works,47670
Patoka,750,IN,https://www.ewg.org/tapwater/system.php?pws=IN5226007,Patoka Water & Electric,47670
Princeton,10875,IN,https://www.ewg.org/tapwater/system.php?pws=IN5226008,Princeton Water Department,47670
Myrtle,1415,MS,https://www.ewg.org/tapwater/system.php?pws=MS0470106,Bcm Water Association,38654
Hernando,2136,MS,https://www.ewg.org/tapwater/system.php?pws=MS0170001,Belmont Water Association,38654
Columbus,768,MS,https://www.ewg.org/tapwater/system.php?pws=MS0170020,Buena Vista Lakes,38654
Hernando,12490,MS,https://www.ewg.org/tapwater/system.php?pws=MS0170009,City of Hernando,38654
Hernando,964,MS,https://www.ewg.org/tapwater/system.php?pws=MS0170050,City Of Hernando - Laughter,38654
Hernando,4746,MS,https://www.ewg.org/tapwater/system.php?pws=MS0170002,City Of Hernando-jaybird,38654
Holly Springs,9596,MS,https://www.ewg.org/tapwater/system.php?pws=MS0470002,City of Holly Springs,38654
Horn Lake,13625,MS,https://www.ewg.org/tapwater/system.php?pws=MS0170022,City of Horn Lake,38654
Horn Lake,723,MS,https://www.ewg.org/tapwater/system.php?pws=MS0170024,City of Horn Lake - Holly Hills,38654
Horn Lake,1919,MS,https://www.ewg.org/tapwater/system.php?pws=MS0170025,City Of Horn Lake - Twin Lakes,38654
Olive Branch,54963,MS,https://www.ewg.org/tapwater/system.php?pws=MS0170015,City of Olive Branch,38654
Southaven,54000,MS,https://www.ewg.org/tapwater/system.php?pws=MS0170018,City of Southaven,38654
Nesbit,206,MS,https://www.ewg.org/tapwater/system.php?pws=MS0170027,Country Haven Mobile Home Park,38654
Hernando,2563,MS,https://www.ewg.org/tapwater/system.php?pws=MS0170005,Days Water Association,38654
Hernando,3408,MS,https://www.ewg.org/tapwater/system.php?pws=MS0170006,Eudora Utilities Association,38654
Horn Lake,12542,MS,https://www.ewg.org/tapwater/system.php?pws=MS0170010,Horn Lake Water Association,38654
Hernando,154,MS,https://www.ewg.org/tapwater/system.php?pws=MS0170033,Koko Reef Water Company,38654
Olive Branch,375,MS,https://www.ewg.org/tapwater/system.php?pws=MS0170049,Lewisburg -ingrams Mill North,38654
Olive Branch,5848,MS,https://www.ewg.org/tapwater/system.php?pws=MS0170011,Lewisburg Water Association,38654
Byhalia,3841,MS,https://www.ewg.org/tapwater/system.php?pws=MS0470105,Marshall County Water Association,38654
Nesbit,4768,MS,https://www.ewg.org/tapwater/system.php?pws=MS0170014,Nesbit Water Association,38654
Byhalia,107,MS,https://www.ewg.org/tapwater/system.php?pws=MS0470069,South Victoria,38654
Byhalia,3523,MS,https://www.ewg.org/tapwater/system.php?pws=MS0470001,Town of Byhalia,38654
Potts Camp,962,MS,https://www.ewg.org/tapwater/system.php?pws=MS0470004,Town of Potts Camp,38654
Walls,2540,MS,https://www.ewg.org/tapwater/system.php?pws=MS0170019,Walls Water Association,38654
Walls,8158,MS,https://www.ewg.org/tapwater/system.php?pws=MS0170043,Walls Water Association- Lake Forest,38654
Big Sandy,608,MT,https://www.ewg.org/tapwater/system.php?pws=MT0000150,"Big Sandy, Town of",59520
Carter,150,MT,https://www.ewg.org/tapwater/system.php?pws=MT0000520,Carter Chouteau County Water District,59520
Fort Benton,1500,MT,https://www.ewg.org/tapwater/system.php?pws=MT0000216,"Fort Benton, City of",59520
Geraldine,300,MT,https://www.ewg.org/tapwater/system.php?pws=MT0000225,"Geraldine, Town of",59520
Geraldine,80,MT,https://www.ewg.org/tapwater/system.php?pws=MT0003522,Hawarden Square Butte Water,59520
Highwood,280,MT,https://www.ewg.org/tapwater/system.php?pws=MT0000248,Highwood County Water and Sewer District,59520
Loma,200,MT,https://www.ewg.org/tapwater/system.php?pws=MT0002669,Loma County Water District,59520
Geraldine,50,MT,https://www.ewg.org/tapwater/system.php?pws=MT0003521,North Geraldine Water System,59520
Highwood,80,MT,https://www.ewg.org/tapwater/system.php?pws=MT0001925,South Chouteau County Water District,59520
Carter,78,MT,https://www.ewg.org/tapwater/system.php?pws=MT0003978,Twin Hills Colony Inc.,59520
Enfield,18544,CT,https://www.ewg.org/tapwater/system.php?pws=CT0490021,Hazardville Water Company,06071
Stafford Springs,250,CT,https://www.ewg.org/tapwater/system.php?pws=CT1340032,Johnson Memorial Hospital Inc.,06071
East Longmeadow,16162,CT,https://www.ewg.org/tapwater/system.php?pws=MA1085000,East Longmeadow DPW Water Department,06071
Enfield,352,CT,https://www.ewg.org/tapwater/system.php?pws=CT1299031,Hazardville - Rye Hill System,06071
Tuscola,5859,TX,https://www.ewg.org/tapwater/system.php?pws=TX2210022,Steamboat Mountain Water Supply Corporation,79530
Winters,2898,TX,https://www.ewg.org/tapwater/system.php?pws=TX2000005,North Runnels Water Supply Corporation,79530
Lawn,780,TX,https://www.ewg.org/tapwater/system.php?pws=TX2210005,City of Lawn,79530
Kearney,38,NE,https://www.ewg.org/tapwater/system.php?pws=NE3101901,Cottonmill Mobile Home Court,68855
Kearney,90,NE,https://www.ewg.org/tapwater/system.php?pws=NE3120018,1733 Estates Associates,68855
Kearney,50,NE,https://www.ewg.org/tapwater/system.php?pws=NE3121406,West Side Trailer Court,68855
Kearney,60,NE,https://www.ewg.org/tapwater/system.php?pws=NE3101905,Wood River Valley Mobile Home Park,68855
Amherst,295,NE,https://www.ewg.org/tapwater/system.php?pws=NE3120041,"Amherst, Village of",68855
Anselmo,151,NE,https://www.ewg.org/tapwater/system.php?pws=NE3104103,"Anselmo, Village of",68855
Ansley,450,NE,https://www.ewg.org/tapwater/system.php?pws=NE3104104,"Ansley, Village of",68855
Arnold,597,NE,https://www.ewg.org/tapwater/system.php?pws=NE3104102,"Arnold, Village of",68855
Broken Bow,3500,NE,https://www.ewg.org/tapwater/system.php?pws=NE3104105,"Broken Bow, City of",68855
Kearney,500,NE,https://www.ewg.org/tapwater/system.php?pws=NE3120037,Buffalo County Sanitary and Improvement District 3 - Glenwood Estates,68855
Callaway,539,NE,https://www.ewg.org/tapwater/system.php?pws=NE3104111,"Callaway, Village of",68855
Kearney,30919,NE,https://www.ewg.org/tapwater/system.php?pws=NE3101906,City of Kearney,68855
Kearney,69,NE,https://www.ewg.org/tapwater/system.php?pws=NE3120029,Clearview Utilities Corporation,68855
Comstock,110,NE,https://www.ewg.org/tapwater/system.php?pws=NE3104110,"Comstock, Village of",68855
Elm Creek,901,NE,https://www.ewg.org/tapwater/system.php?pws=NE3101908,"Elm Creek, Village of",68855
Gibbon,1833,NE,https://www.ewg.org/tapwater/system.php?pws=NE3101907,"Gibbon, City of",68855
Mason City,171,NE,https://www.ewg.org/tapwater/system.php?pws=NE3104109,"Mason City, Village of",68855
Merna,363,NE,https://www.ewg.org/tapwater/system.php?pws=NE3104108,"Merna, Village of",68855
Miller,170,NE,https://www.ewg.org/tapwater/system.php?pws=NE3101903,"Miller, Village of",68855
Oconto,150,NE,https://www.ewg.org/tapwater/system.php?pws=NE3104107,"Oconto, Village of",68855
Pleasanton,341,NE,https://www.ewg.org/tapwater/system.php?pws=NE3101909,"Pleasanton, Village of",68855
Ravenna,1360,NE,https://www.ewg.org/tapwater/system.php?pws=NE3101911,"Ravenna, City of",68855
Riverdale,210,NE,https://www.ewg.org/tapwater/system.php?pws=NE3120710,"Riverdale, Village of",68855
Sargent,577,NE,https://www.ewg.org/tapwater/system.php?pws=NE3104101,"Sargent, City of",68855
Shelton,960,NE,https://www.ewg.org/tapwater/system.php?pws=NE3101910,"Shelton, Village of",68855
Springfield,175000,MO,https://www.ewg.org/tapwater/system.php?pws=MO5010754,Springfield,65810
Republic,16100,MO,https://www.ewg.org/tapwater/system.php?pws=MO5010681,Republic,65810
Battlefield,8738,MO,https://www.ewg.org/tapwater/system.php?pws=MO5024228,Greene County Public Water Supply District 1,65810
Willard,7903,MO,https://www.ewg.org/tapwater/system.php?pws=MO5010860,Willard PWS,65810
Strafford,2600,MO,https://www.ewg.org/tapwater/system.php?pws=MO5010768,Strafford PWS,65810
S Burlington,70000,VT,https://www.ewg.org/tapwater/system.php?pws=VT0005092,Champlain Water District,05461
Burlington,42000,VT,https://www.ewg.org/tapwater/system.php?pws=VT0005053,Burlington Department Public Works Water Div,05461
Williston,15296,VT,https://www.ewg.org/tapwater/system.php?pws=VT0005091,South Burlington City Water System,05461
Essex Jct,9734,VT,https://www.ewg.org/tapwater/system.php?pws=VT0005065,Essex Town Water System,05461
Essex Junction,9331,VT,https://www.ewg.org/tapwater/system.php?pws=VT0005066,Essex Jct Water Department,05461
Osage,71,IA,https://www.ewg.org/tapwater/system.php?pws=IA6668001,Orchard Water Works,50455
Osage,3634,IA,https://www.ewg.org/tapwater/system.php?pws=IA6663001,Osage Municipal Water Supply,50455
St. Ansgar,1110,IA,https://www.ewg.org/tapwater/system.php?pws=IA6673016,St. Ansgar Water Supply,50455
Stacyville,494,IA,https://www.ewg.org/tapwater/system.php?pws=IA6677089,Stacyville Water Supply,50455
Roanoke,155000,VA,https://www.ewg.org/tapwater/system.php?pws=VA2770900,Western Virginia Water Authority,24059
Vinton,12800,VA,https://www.ewg.org/tapwater/system.php?pws=VA2161830,Vinton,24059
Rocky Mount,5689,VA,https://www.ewg.org/tapwater/system.php?pws=VA5067840,"Rocky Mount, Town of",24059
Roanoke,3189,VA,https://www.ewg.org/tapwater/system.php?pws=VA5067244,Westlake Area Public Water System,24059
Floyd,2300,VA,https://www.ewg.org/tapwater/system.php?pws=VA1063220,Floyd-floyd County Psa,24059
Corvallis,54998,OR,https://www.ewg.org/tapwater/system.php?pws=OR4100225,City of Corvallis,97333
Albany,52509,OR,https://www.ewg.org/tapwater/system.php?pws=OR4100012,City of Albany,97333
Lebanon,15690,OR,https://www.ewg.org/tapwater/system.php?pws=OR4100473,City of Lebanon,97333
Sweet Home,9065,OR,https://www.ewg.org/tapwater/system.php?pws=OR4100851,"Sweet Home, City of",97333
Philomath,4610,OR,https://www.ewg.org/tapwater/system.php?pws=OR4100624,Philomath Public Works,97333
Harrisburg,3630,OR,https://www.ewg.org/tapwater/system.php?pws=OR4100366,"Harrisburg, City of",97333
Lyons,1875,OR,https://www.ewg.org/tapwater/system.php?pws=OR4100493,Lyons Mehama Water District,97333
Brownsville,1670,OR,https://www.ewg.org/tapwater/system.php?pws=OR4100152,"Brownsville, City of",97333
Mill City,1640,OR,https://www.ewg.org/tapwater/system.php?pws=OR4100520,Mill City Water Department,97333
Lebanon,1505,OR,https://www.ewg.org/tapwater/system.php?pws=OR4101533,City Of Millersburg,97333
Artesia,14000,NM,https://www.ewg.org/tapwater/system.php?pws=NM3520308,Artesia Municipal Water System,88220
Artesia,1825,NM,https://www.ewg.org/tapwater/system.php?pws=NM3530608,Artesia Rural Water Cooperative,88220
Artesia,212,NM,https://www.ewg.org/tapwater/system.php?pws=NM3521008,Caprock Water Company,88220
Carlsbad,27000,NM,https://www.ewg.org/tapwater/system.php?pws=NM3520608,Carlsbad Municipal Water System,88220
Artesia,1472,NM,https://www.ewg.org/tapwater/system.php?pws=NM3555008,Cottonwood Water Mutual Domestic Water Consumers Association,88220
Carlsbad,646,NM,https://www.ewg.org/tapwater/system.php?pws=NM3520708,Happy Valley Cooperative Water Works,88220
Hope,272,NM,https://www.ewg.org/tapwater/system.php?pws=NM3520808,Hope Water System,88220
Loving,1665,NM,https://www.ewg.org/tapwater/system.php?pws=NM3521108,Loving Water System,88220
Malaga,658,NM,https://www.ewg.org/tapwater/system.php?pws=NM3521208,Malaga Mdwc Swa,88220
Artesia,358,NM,https://www.ewg.org/tapwater/system.php?pws=NM3520408,Morningside Water Users Cooperative,88220
Roswell,300,NM,https://www.ewg.org/tapwater/system.php?pws=NM3510508,North Park Mutual Domestic Water Consumers Association,88220
Carlsbad,5800,NM,https://www.ewg.org/tapwater/system.php?pws=NM3521308,Otis Mutual Domestic Water Consumers Association,88220
Artesia,230,NM,https://www.ewg.org/tapwater/system.php?pws=NM3520508,Riverside Mdwa,88220
Albuquerque,232,NM,https://www.ewg.org/tapwater/system.php?pws=NM3565508,Westwinds Mobile Home Park,88220
Carlsbad,40,NM,https://www.ewg.org/tapwater/system.php?pws=NM3521408,Whites City Water System,88220
Oneonta,15779,NY,https://www.ewg.org/tapwater/system.php?pws=NY3800154,Oneonta City,13825
Delhi,3833,NY,https://www.ewg.org/tapwater/system.php?pws=NY1200257,Delhi Village,13825
Sidney,3800,NY,https://www.ewg.org/tapwater/system.php?pws=NY1200270,Sidney Village,13825
Walton,3088,NY,https://www.ewg.org/tapwater/system.php?pws=NY1200274,Walton Village,13825
Cooperstown,2400,NY,https://www.ewg.org/tapwater/system.php?pws=NY3800145,Cooperstown Village,13825
Stamford,1280,NY,https://www.ewg.org/tapwater/system.php?pws=NY1200272,Stamford Village,13825
Richfield Springs,1200,NY,https://www.ewg.org/tapwater/system.php?pws=NY3800156,Richfield Springs Village,13825
Hancock,1182,NY,https://www.ewg.org/tapwater/system.php?pws=NY1200266,Hancock Village,13825
Unadilla,1128,NY,https://www.ewg.org/tapwater/system.php?pws=NY3800158,Unadilla Village,13825
Roxbury,1080,NY,https://www.ewg.org/tapwater/system.php?pws=NY1200269,Roxbury Water District,13825
Eureka,80000,CA,https://www.ewg.org/tapwater/system.php?pws=CA1210013,Humboldt Bay MWD,95503
Cutten,19000,CA,https://www.ewg.org/tapwater/system.php?pws=CA1210009,Humboldt CSD,95503
Eureka,80000,CA,https://www.ewg.org/tapwater/system.php?pws=CA1210013,Humboldt Bay MWD,95503
Eureka,28344,CA,https://www.ewg.org/tapwater/system.php?pws=CA1210004,City of Eureka,95503
Eureka,80000,CA,https://www.ewg.org/tapwater/system.php?pws=CA1210013,Humboldt Bay MWD,95503
Cutten,19000,CA,https://www.ewg.org/tapwater/system.php?pws=CA1210009,Humboldt CSD,95503
Eureka,28344,CA,https://www.ewg.org/tapwater/system.php?pws=CA1210004,City of Eureka,95503
Altoona,14541,IA,https://www.ewg.org/tapwater/system.php?pws=IA7707030,Altoona Water Supply,50023
Ankeny,1032,IA,https://www.ewg.org/tapwater/system.php?pws=IA7709601,Autumn Ridge Estates Mobile Home Park,50023
Bondurant,3860,IA,https://www.ewg.org/tapwater/system.php?pws=IA7717032,Bondurant Muni Water Supply,50023
Johnston,895,IA,https://www.ewg.org/tapwater/system.php?pws=IA7700901,Camp Dodge Water Supply,50023
Ankeny,54598,IA,https://www.ewg.org/tapwater/system.php?pws=IA7709053,City of Ankeny,50023
Clive,15447,IA,https://www.ewg.org/tapwater/system.php?pws=IA7720051,Clive Water Department,50023
Des Moines,233020,IA,https://www.ewg.org/tapwater/system.php?pws=IA7727031,Des Moines Water Works,50023
Ankeny,683,IA,https://www.ewg.org/tapwater/system.php?pws=IA7730012,Elkhart Water Supply,50023
Newton,455,IA,https://www.ewg.org/tapwater/system.php?pws=IA7727604,Ewing Trace Mobile Home Community,50023
Ankeny,1410,IA,https://www.ewg.org/tapwater/system.php?pws=IA7700853,Gould Heights Water Service Company,50023
Ankeny,325,IA,https://www.ewg.org/tapwater/system.php?pws=IA7709395,Greenwood Acres Water Company,50023
Grimes,8246,IA,https://www.ewg.org/tapwater/system.php?pws=IA7736011,Grimes Water Supply,50023
Ankeny,235,IA,https://www.ewg.org/tapwater/system.php?pws=IA7709396,Hickory Hollow Water Service Inc.,50023
Johnston,17306,IA,https://www.ewg.org/tapwater/system.php?pws=IA7740011,Johnston Municipal Water Supply,50023
Mitchellville,2254,IA,https://www.ewg.org/tapwater/system.php?pws=IA7751092,Mitchellville Water Supply,50023
Ankeny,201,IA,https://www.ewg.org/tapwater/system.php?pws=IA7709398,Oakwood Park Water Inc.,50023
Ankeny,787,IA,https://www.ewg.org/tapwater/system.php?pws=IA7736301,Park View Village,50023
Polk City,3418,IA,https://www.ewg.org/tapwater/system.php?pws=IA7770050,Polk City Water Supply,50023
Sheldahl,319,IA,https://www.ewg.org/tapwater/system.php?pws=IA7778039,Sheldahl Water Supply,50023
Des Moines,6050,IA,https://www.ewg.org/tapwater/system.php?pws=IA7774701,Southeast Polk Rural Water District,50023
Newton,648,IA,https://www.ewg.org/tapwater/system.php?pws=IA7727603,Southridge Estate,50023
Ankeny,393,IA,https://www.ewg.org/tapwater/system.php?pws=IA7700802,Southwest Polk Water Service Inc.,50023
Urbandale,39463,IA,https://www.ewg.org/tapwater/system.php?pws=IA7780042,Urbandale Water Utility,50023
Benton,1000,AR,https://www.ewg.org/tapwater/system.php?pws=AR0000485,Arkansas Health Center,72210
Bauxite,574,AR,https://www.ewg.org/tapwater/system.php?pws=AR0000497,Bauxite Water,72210
Benton,30681,AR,https://www.ewg.org/tapwater/system.php?pws=AR0000484,Benton Waterworks,72210
Bryant,1300,AR,https://www.ewg.org/tapwater/system.php?pws=AR0000486,Bryant Waterworks,72210
North Little Rock,1500,AR,https://www.ewg.org/tapwater/system.php?pws=AR0000877,Camp Robinson,72210
Little Rock,313504,AR,https://www.ewg.org/tapwater/system.php?pws=AR0000465,Central Arkansas Water,72210
Little Rock,5800,AR,https://www.ewg.org/tapwater/system.php?pws=AR0000646,East End Water,72210
Haskell,3990,AR,https://www.ewg.org/tapwater/system.php?pws=AR0000488,Haskell Water System,72210
Jacksonville,14157,AR,https://www.ewg.org/tapwater/system.php?pws=AR0000466,Jacksonville Waterworks,72210
Roland,2771,AR,https://www.ewg.org/tapwater/system.php?pws=AR0000464,Maumelle Water Corporation,72210
Cabot,11148,AR,https://www.ewg.org/tapwater/system.php?pws=AR0000725,Mid-Arkansas Utilities PWA,72210
Paron,2071,AR,https://www.ewg.org/tapwater/system.php?pws=AR0000883,Paron-owensville Water Authority,72210
Little Rock,150,AR,https://www.ewg.org/tapwater/system.php?pws=AR0000776,Ridgefield Estates Water System,72210
Benton,7140,AR,https://www.ewg.org/tapwater/system.php?pws=AR0000492,Salem Water Association,72210
Alexander,1949,AR,https://www.ewg.org/tapwater/system.php?pws=AR0000491,Saline County Water Works and Sanitary Sewer Public Facilities Board,72210
Mabelvale,13344,AR,https://www.ewg.org/tapwater/system.php?pws=AR0000493,Sardis Water Association,72210
Shannon Hills,3443,AR,https://www.ewg.org/tapwater/system.php?pws=AR0000800,Shannon Hills Water Department,72210
Benton,7140,AR,https://www.ewg.org/tapwater/system.php?pws=AR0000495,Southwest Water Association,72210
Malvern,1987,AR,https://www.ewg.org/tapwater/system.php?pws=AR0000220,Tull Water,72210
Jacksonville,8618,AR,https://www.ewg.org/tapwater/system.php?pws=AR0000690,U.S. Air Force Base Little Rock,72210
Springdale,60,AR,https://www.ewg.org/tapwater/system.php?pws=MO3302411,Windsor Apartments,72210
Pine Bluff,1000,AR,https://www.ewg.org/tapwater/system.php?pws=AR0000471,Woodson-hensley Water Company,72210
Andale,981,KS,https://www.ewg.org/tapwater/system.php?pws=KS2017342,"Andale, City of",67204
Bel Aire,7284,KS,https://www.ewg.org/tapwater/system.php?pws=KS2017304,"Bel Aire, City of",67204
Bentley,524,KS,https://www.ewg.org/tapwater/system.php?pws=KS2017341,"Bentley, City of",67204
Cheney,2153,KS,https://www.ewg.org/tapwater/system.php?pws=KS2017327,"Cheney, City of",67204
Park City,1,KS,https://www.ewg.org/tapwater/system.php?pws=KS2017347,Chisholm Creek Utility Authority,67204
Haysville,11112,KS,https://www.ewg.org/tapwater/system.php?pws=KS2017322,City of Haysville,67204
Wichita,388413,KS,https://www.ewg.org/tapwater/system.php?pws=KS2017308,City of Wichita,67204
Clearwater,2531,KS,https://www.ewg.org/tapwater/system.php?pws=KS2017329,"Clearwater, City of",67204
Colwich,1362,KS,https://www.ewg.org/tapwater/system.php?pws=KS2017344,"Colwich, City of",67204
Derby,23234,KS,https://www.ewg.org/tapwater/system.php?pws=KS2017328,El Paso Water Company,67204
Garden Plain,879,KS,https://www.ewg.org/tapwater/system.php?pws=KS2017339,"Garden Plain, City of",67204
Goddard,4692,KS,https://www.ewg.org/tapwater/system.php?pws=KS2017325,"Goddard, City of",67204
Kechi,1982,KS,https://www.ewg.org/tapwater/system.php?pws=KS2017334,"Kechi, City of",67204
Maize,4073,KS,https://www.ewg.org/tapwater/system.php?pws=KS2017345,"Maize, City of",67204
Mcconnell Air Force Base,2172,KS,https://www.ewg.org/tapwater/system.php?pws=KS2017323,Mcconnell Air Force Base,67204
Mount Hope,814,KS,https://www.ewg.org/tapwater/system.php?pws=KS2017319,"Mount Hope, City of",67204
Park City,7556,KS,https://www.ewg.org/tapwater/system.php?pws=KS2017303,"Park City, City of",67204
Kechi,1275,KS,https://www.ewg.org/tapwater/system.php?pws=KS2017316,Sedgwick County Rural Water District 1,67204
Valley Center,1100,KS,https://www.ewg.org/tapwater/system.php?pws=KS2017315,Sedgwick County Rural Water District 2,67204
Mulvane,5290,KS,https://www.ewg.org/tapwater/system.php?pws=KS2017306,Sedgwick County Rural Water District 3,67204
Goddard,1626,KS,https://www.ewg.org/tapwater/system.php?pws=KS2017338,Sedgwick County Rural Water District 4,67204
Wichita,35,KS,https://www.ewg.org/tapwater/system.php?pws=KS2017312,The Harbor,67204
Valley Center,5654,KS,https://www.ewg.org/tapwater/system.php?pws=KS2017318,"Valley Center, City of",67204
Viola,131,KS,https://www.ewg.org/tapwater/system.php?pws=KS2017313,"Viola, City of",67204
