city,people_served,state,url,utility_name,zip
Kalispell,20008,MT,https://www.ewg.org/tapwater/system.php?pws=MT0000259,Kalispell Public Works,59901
Whitefish,9671,MT,https://www.ewg.org/tapwater/system.php?pws=MT0000357,"Whitefish, City of",59901
Kalispell,5700,MT,https://www.ewg.org/tapwater/system.php?pws=MT0001744,Flathead County Water and Sewer,59901
Columbia Falls,4450,MT,https://www.ewg.org/tapwater/system.php?pws=MT0000181,"Columbia Falls, City of",59901
Bigfork,2900,MT,https://www.ewg.org/tapwater/system.php?pws=MT0000262,Bigfork County Water and Sewer,59901
Whitefish,2435,MT,https://www.ewg.org/tapwater/system.php?pws=MT0000060,Big Mountain Water Company,59901
Lakeside,850,MT,https://www.ewg.org/tapwater/system.php?pws=MT0000266,Lakeside Water System,59901
Hungry Horse,800,MT,https://www.ewg.org/tapwater/system.php?pws=MT0000253,Hungry Horse County Water and Sewer District,59901
Somers,765,MT,https://www.ewg.org/tapwater/system.php?pws=MT0000332,Somers County Water and Sewer District,59901
Whitefish,600,MT,https://www.ewg.org/tapwater/system.php?pws=MT0000133,Ptarmigan Village Inc.,59901
Atlanta,1649,IL,https://www.ewg.org/tapwater/system.php?pws=IL1070050,Atlanta,62518
Chestnut,600,IL,https://www.ewg.org/tapwater/system.php?pws=IL1075150,Beason Chestnut Public Water District,62518
Broadwell,169,IL,https://www.ewg.org/tapwater/system.php?pws=IL1070100,Broadwell,62518
Elkhart,500,IL,https://www.ewg.org/tapwater/system.php?pws=IL1070150,Elkhart,62518
Emden,475,IL,https://www.ewg.org/tapwater/system.php?pws=IL1070200,Emden,62518
Hartsburg,400,IL,https://www.ewg.org/tapwater/system.php?pws=IL1070250,Hartsburg,62518
Latham,380,IL,https://www.ewg.org/tapwater/system.php?pws=IL1070300,Latham,62518
Middletown,434,IL,https://www.ewg.org/tapwater/system.php?pws=IL1070500,Middletown,62518
Dekalb,75,IL,https://www.ewg.org/tapwater/system.php?pws=IL1075145,Morningside Mobile Estates Mobile Home Park,62518
Mt. Pulaski,1800,IL,https://www.ewg.org/tapwater/system.php?pws=IL1070400,Mount Pulaski,62518
New Holland,333,IL,https://www.ewg.org/tapwater/system.php?pws=IL1070450,New Holland,62518
Jenks,16924,OK,https://www.ewg.org/tapwater/system.php?pws=OK3007201,Jenks PWA,74137
Denver,19000,CO,https://www.ewg.org/tapwater/system.php?pws=CO0116175,Cherry Creek Valley WSD,80223
Denver,1000000,CO,https://www.ewg.org/tapwater/system.php?pws=CO0116001,Denver Water Board,80223
Glendale,4490,CO,https://www.ewg.org/tapwater/system.php?pws=CO0103055,"Glendale, City of",80223
