,1_star_count,2_star_count,3_star_count,4_star_count,5_star_count,Fri,Mon,Sat,Sun,Thu,Tue,Wed,category,city,claimed_status,health_rating,moreInfoVal,moreInfoVar,name,price_range,rating,ratings,reviews,street
,3,8,12,20,60,7:00 am - 12:00 am,7:00 am - 10:00 pm,7:00 am - 12:00 am,10:00 am - 8:00 pm,7:00 am - 10:00 pm,7:00 am - 10:00 pm,"7:00 am - 10:00 pm
        
                Open now","Breweries,Distilleries,American (Traditional)",Middletown,Claimed,,Full Bar,Alcohol,Tattered Flag Brewery,$11-30,,4.0,103 reviews,1 S Union St
,3,8,12,20,60,7:00 am - 12:00 am,7:00 am - 10:00 pm,7:00 am - 12:00 am,10:00 am - 8:00 pm,7:00 am - 10:00 pm,7:00 am - 10:00 pm,"7:00 am - 10:00 pm
        
                Open now","Breweries,Distilleries,American (Traditional)",Middletown,Claimed,,No,Good For Happy Hour,Tattered Flag Brewery,$11-30,,4.0,103 reviews,1 S Union St
,3,8,12,20,60,7:00 am - 12:00 am,7:00 am - 10:00 pm,7:00 am - 12:00 am,10:00 am - 8:00 pm,7:00 am - 10:00 pm,7:00 am - 10:00 pm,"7:00 am - 10:00 pm
        
                Open now","Breweries,Distilleries,American (Traditional)",Middletown,Claimed,,No,Outdoor Seating,Tattered Flag Brewery,$11-30,,4.0,103 reviews,1 S Union St
,3,8,12,20,60,7:00 am - 12:00 am,7:00 am - 10:00 pm,7:00 am - 12:00 am,10:00 am - 8:00 pm,7:00 am - 10:00 pm,7:00 am - 10:00 pm,"7:00 am - 10:00 pm
        
                Open now","Breweries,Distilleries,American (Traditional)",Middletown,Claimed,,Yes,Has TV,Tattered Flag Brewery,$11-30,,4.0,103 reviews,1 S Union St
,3,8,12,20,60,7:00 am - 12:00 am,7:00 am - 10:00 pm,7:00 am - 12:00 am,10:00 am - 8:00 pm,7:00 am - 10:00 pm,7:00 am - 10:00 pm,"7:00 am - 10:00 pm
        
                Open now","Breweries,Distilleries,American (Traditional)",Middletown,Claimed,,No,Dogs Allowed,Tattered Flag Brewery,$11-30,,4.0,103 reviews,1 S Union St
,3,8,12,20,60,7:00 am - 12:00 am,7:00 am - 10:00 pm,7:00 am - 12:00 am,10:00 am - 8:00 pm,7:00 am - 10:00 pm,7:00 am - 10:00 pm,"7:00 am - 10:00 pm
        
                Open now","Breweries,Distilleries,American (Traditional)",Middletown,Claimed,,Yes,Waiter Service,Tattered Flag Brewery,$11-30,,4.0,103 reviews,1 S Union St
,3,8,12,20,60,7:00 am - 12:00 am,7:00 am - 10:00 pm,7:00 am - 12:00 am,10:00 am - 8:00 pm,7:00 am - 10:00 pm,7:00 am - 10:00 pm,"7:00 am - 10:00 pm
        
                Open now","Breweries,Distilleries,American (Traditional)",Middletown,Claimed,,Yes,Caters,Tattered Flag Brewery,$11-30,,4.0,103 reviews,1 S Union St
,3,8,12,20,60,7:00 am - 12:00 am,7:00 am - 10:00 pm,7:00 am - 12:00 am,10:00 am - 8:00 pm,7:00 am - 10:00 pm,7:00 am - 10:00 pm,"7:00 am - 10:00 pm
        
                Open now","Breweries,Distilleries,American (Traditional)",Middletown,Claimed,,Yes,Offers Military Discount,Tattered Flag Brewery,$11-30,,4.0,103 reviews,1 S Union St
,,,,,,,,,,,,,,Catasauqua,,,NA,NA,Taylor House Brewing Co,,NA,,NA,76 Lehigh St
,,,,,,,,,,,,,,Mercer,,,NA,NA,The Barley House Brewing Company LLC,,NA,,NA,8399 Sharon Mercer Rd
,9,13,16,32,53,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 12:00 am,11:00 am - 10:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Closed now",American (Traditional),Harmony,Claimed,,No,Takes Reservations,The Harmony Inn,$11-30,,4.0,123 reviews,230 Mercer St
,9,13,16,32,53,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 12:00 am,11:00 am - 10:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Closed now",American (Traditional),Harmony,Claimed,,No,Delivery,The Harmony Inn,$11-30,,4.0,123 reviews,230 Mercer St
,9,13,16,32,53,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 12:00 am,11:00 am - 10:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Closed now",American (Traditional),Harmony,Claimed,,Yes,Take-out,The Harmony Inn,$11-30,,4.0,123 reviews,230 Mercer St
,9,13,16,32,53,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 12:00 am,11:00 am - 10:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Closed now",American (Traditional),Harmony,Claimed,,Yes,Accepts Credit Cards,The Harmony Inn,$11-30,,4.0,123 reviews,230 Mercer St
,9,13,16,32,53,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 12:00 am,11:00 am - 10:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Closed now",American (Traditional),Harmony,Claimed,,No,Accepts Apple Pay,The Harmony Inn,$11-30,,4.0,123 reviews,230 Mercer St
,9,13,16,32,53,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 12:00 am,11:00 am - 10:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Closed now",American (Traditional),Harmony,Claimed,,"Lunch, Dinner",Good For,The Harmony Inn,$11-30,,4.0,123 reviews,230 Mercer St
,9,13,16,32,53,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 12:00 am,11:00 am - 10:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Closed now",American (Traditional),Harmony,Claimed,,"Street, Private Lot",Parking,The Harmony Inn,$11-30,,4.0,123 reviews,230 Mercer St
,9,13,16,32,53,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 12:00 am,11:00 am - 10:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Closed now",American (Traditional),Harmony,Claimed,,Yes,Bike Parking,The Harmony Inn,$11-30,,4.0,123 reviews,230 Mercer St
,9,13,16,32,53,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 12:00 am,11:00 am - 10:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Closed now",American (Traditional),Harmony,Claimed,,Yes,Good for Kids,The Harmony Inn,$11-30,,4.0,123 reviews,230 Mercer St
,9,13,16,32,53,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 12:00 am,11:00 am - 10:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Closed now",American (Traditional),Harmony,Claimed,,Yes,Good for Groups,The Harmony Inn,$11-30,,4.0,123 reviews,230 Mercer St
,9,13,16,32,53,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 12:00 am,11:00 am - 10:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Closed now",American (Traditional),Harmony,Claimed,,Casual,Attire,The Harmony Inn,$11-30,,4.0,123 reviews,230 Mercer St
,9,13,16,32,53,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 12:00 am,11:00 am - 10:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Closed now",American (Traditional),Harmony,Claimed,,Casual,Ambience,The Harmony Inn,$11-30,,4.0,123 reviews,230 Mercer St
,9,13,16,32,53,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 12:00 am,11:00 am - 10:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Closed now",American (Traditional),Harmony,Claimed,,Average,Noise Level,The Harmony Inn,$11-30,,4.0,123 reviews,230 Mercer St
,9,13,16,32,53,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 12:00 am,11:00 am - 10:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Closed now",American (Traditional),Harmony,Claimed,,Full Bar,Alcohol,The Harmony Inn,$11-30,,4.0,123 reviews,230 Mercer St
,9,13,16,32,53,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 12:00 am,11:00 am - 10:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Closed now",American (Traditional),Harmony,Claimed,,Yes,Good For Happy Hour,The Harmony Inn,$11-30,,4.0,123 reviews,230 Mercer St
,9,13,16,32,53,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 12:00 am,11:00 am - 10:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Closed now",American (Traditional),Harmony,Claimed,,Yes,Outdoor Seating,The Harmony Inn,$11-30,,4.0,123 reviews,230 Mercer St
,9,13,16,32,53,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 12:00 am,11:00 am - 10:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Closed now",American (Traditional),Harmony,Claimed,,No,Wi-Fi,The Harmony Inn,$11-30,,4.0,123 reviews,230 Mercer St
,9,13,16,32,53,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 12:00 am,11:00 am - 10:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Closed now",American (Traditional),Harmony,Claimed,,Yes,Has TV,The Harmony Inn,$11-30,,4.0,123 reviews,230 Mercer St
,9,13,16,32,53,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 12:00 am,11:00 am - 10:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Closed now",American (Traditional),Harmony,Claimed,,No,Caters,The Harmony Inn,$11-30,,4.0,123 reviews,230 Mercer St
,,,,,,,,,,,,,,Harrisburg,,,NA,NA,The Millworks Brewery,,NA,,NA,340 Verbeke St
,4,9,11,27,23,4:00 pm - 12:00 am,4:00 pm - 11:00 pm,12:00 pm - 12:00 am,12:00 pm - 8:00 pm,4:00 pm - 11:00 pm,4:00 pm - 11:00 pm,"4:00 pm - 11:00 pm
        
                Closed now","Breweries,Beer Bar,Tapas/Small Plates",Quakertown,Claimed,,Yes,Takes Reservations,The Proper Brewing Company,$11-30,,4.0,74 reviews,117 W Broad St
,4,9,11,27,23,4:00 pm - 12:00 am,4:00 pm - 11:00 pm,12:00 pm - 12:00 am,12:00 pm - 8:00 pm,4:00 pm - 11:00 pm,4:00 pm - 11:00 pm,"4:00 pm - 11:00 pm
        
                Closed now","Breweries,Beer Bar,Tapas/Small Plates",Quakertown,Claimed,,No,Delivery,The Proper Brewing Company,$11-30,,4.0,74 reviews,117 W Broad St
,4,9,11,27,23,4:00 pm - 12:00 am,4:00 pm - 11:00 pm,12:00 pm - 12:00 am,12:00 pm - 8:00 pm,4:00 pm - 11:00 pm,4:00 pm - 11:00 pm,"4:00 pm - 11:00 pm
        
                Closed now","Breweries,Beer Bar,Tapas/Small Plates",Quakertown,Claimed,,Yes,Take-out,The Proper Brewing Company,$11-30,,4.0,74 reviews,117 W Broad St
,4,9,11,27,23,4:00 pm - 12:00 am,4:00 pm - 11:00 pm,12:00 pm - 12:00 am,12:00 pm - 8:00 pm,4:00 pm - 11:00 pm,4:00 pm - 11:00 pm,"4:00 pm - 11:00 pm
        
                Closed now","Breweries,Beer Bar,Tapas/Small Plates",Quakertown,Claimed,,Yes,Accepts Credit Cards,The Proper Brewing Company,$11-30,,4.0,74 reviews,117 W Broad St
,4,9,11,27,23,4:00 pm - 12:00 am,4:00 pm - 11:00 pm,12:00 pm - 12:00 am,12:00 pm - 8:00 pm,4:00 pm - 11:00 pm,4:00 pm - 11:00 pm,"4:00 pm - 11:00 pm
        
                Closed now","Breweries,Beer Bar,Tapas/Small Plates",Quakertown,Claimed,,No,Accepts Apple Pay,The Proper Brewing Company,$11-30,,4.0,74 reviews,117 W Broad St
,4,9,11,27,23,4:00 pm - 12:00 am,4:00 pm - 11:00 pm,12:00 pm - 12:00 am,12:00 pm - 8:00 pm,4:00 pm - 11:00 pm,4:00 pm - 11:00 pm,"4:00 pm - 11:00 pm
        
                Closed now","Breweries,Beer Bar,Tapas/Small Plates",Quakertown,Claimed,,"Street, Private Lot",Parking,The Proper Brewing Company,$11-30,,4.0,74 reviews,117 W Broad St
,4,9,11,27,23,4:00 pm - 12:00 am,4:00 pm - 11:00 pm,12:00 pm - 12:00 am,12:00 pm - 8:00 pm,4:00 pm - 11:00 pm,4:00 pm - 11:00 pm,"4:00 pm - 11:00 pm
        
                Closed now","Breweries,Beer Bar,Tapas/Small Plates",Quakertown,Claimed,,Yes,Bike Parking,The Proper Brewing Company,$11-30,,4.0,74 reviews,117 W Broad St
,4,9,11,27,23,4:00 pm - 12:00 am,4:00 pm - 11:00 pm,12:00 pm - 12:00 am,12:00 pm - 8:00 pm,4:00 pm - 11:00 pm,4:00 pm - 11:00 pm,"4:00 pm - 11:00 pm
        
                Closed now","Breweries,Beer Bar,Tapas/Small Plates",Quakertown,Claimed,,Yes,Wheelchair Accessible,The Proper Brewing Company,$11-30,,4.0,74 reviews,117 W Broad St
,4,9,11,27,23,4:00 pm - 12:00 am,4:00 pm - 11:00 pm,12:00 pm - 12:00 am,12:00 pm - 8:00 pm,4:00 pm - 11:00 pm,4:00 pm - 11:00 pm,"4:00 pm - 11:00 pm
        
                Closed now","Breweries,Beer Bar,Tapas/Small Plates",Quakertown,Claimed,,Yes,Good for Kids,The Proper Brewing Company,$11-30,,4.0,74 reviews,117 W Broad St
,4,9,11,27,23,4:00 pm - 12:00 am,4:00 pm - 11:00 pm,12:00 pm - 12:00 am,12:00 pm - 8:00 pm,4:00 pm - 11:00 pm,4:00 pm - 11:00 pm,"4:00 pm - 11:00 pm
        
                Closed now","Breweries,Beer Bar,Tapas/Small Plates",Quakertown,Claimed,,Yes,Good for Groups,The Proper Brewing Company,$11-30,,4.0,74 reviews,117 W Broad St
,4,9,11,27,23,4:00 pm - 12:00 am,4:00 pm - 11:00 pm,12:00 pm - 12:00 am,12:00 pm - 8:00 pm,4:00 pm - 11:00 pm,4:00 pm - 11:00 pm,"4:00 pm - 11:00 pm
        
                Closed now","Breweries,Beer Bar,Tapas/Small Plates",Quakertown,Claimed,,Casual,Attire,The Proper Brewing Company,$11-30,,4.0,74 reviews,117 W Broad St
,4,9,11,27,23,4:00 pm - 12:00 am,4:00 pm - 11:00 pm,12:00 pm - 12:00 am,12:00 pm - 8:00 pm,4:00 pm - 11:00 pm,4:00 pm - 11:00 pm,"4:00 pm - 11:00 pm
        
                Closed now","Breweries,Beer Bar,Tapas/Small Plates",Quakertown,Claimed,,Casual,Ambience,The Proper Brewing Company,$11-30,,4.0,74 reviews,117 W Broad St
,4,9,11,27,23,4:00 pm - 12:00 am,4:00 pm - 11:00 pm,12:00 pm - 12:00 am,12:00 pm - 8:00 pm,4:00 pm - 11:00 pm,4:00 pm - 11:00 pm,"4:00 pm - 11:00 pm
        
                Closed now","Breweries,Beer Bar,Tapas/Small Plates",Quakertown,Claimed,,Average,Noise Level,The Proper Brewing Company,$11-30,,4.0,74 reviews,117 W Broad St
,4,9,11,27,23,4:00 pm - 12:00 am,4:00 pm - 11:00 pm,12:00 pm - 12:00 am,12:00 pm - 8:00 pm,4:00 pm - 11:00 pm,4:00 pm - 11:00 pm,"4:00 pm - 11:00 pm
        
                Closed now","Breweries,Beer Bar,Tapas/Small Plates",Quakertown,Claimed,,No,Good For Dancing,The Proper Brewing Company,$11-30,,4.0,74 reviews,117 W Broad St
,4,9,11,27,23,4:00 pm - 12:00 am,4:00 pm - 11:00 pm,12:00 pm - 12:00 am,12:00 pm - 8:00 pm,4:00 pm - 11:00 pm,4:00 pm - 11:00 pm,"4:00 pm - 11:00 pm
        
                Closed now","Breweries,Beer Bar,Tapas/Small Plates",Quakertown,Claimed,,Full Bar,Alcohol,The Proper Brewing Company,$11-30,,4.0,74 reviews,117 W Broad St
,4,9,11,27,23,4:00 pm - 12:00 am,4:00 pm - 11:00 pm,12:00 pm - 12:00 am,12:00 pm - 8:00 pm,4:00 pm - 11:00 pm,4:00 pm - 11:00 pm,"4:00 pm - 11:00 pm
        
                Closed now","Breweries,Beer Bar,Tapas/Small Plates",Quakertown,Claimed,,Yes,Good For Happy Hour,The Proper Brewing Company,$11-30,,4.0,74 reviews,117 W Broad St
,4,9,11,27,23,4:00 pm - 12:00 am,4:00 pm - 11:00 pm,12:00 pm - 12:00 am,12:00 pm - 8:00 pm,4:00 pm - 11:00 pm,4:00 pm - 11:00 pm,"4:00 pm - 11:00 pm
        
                Closed now","Breweries,Beer Bar,Tapas/Small Plates",Quakertown,Claimed,,Mon,Best Nights,The Proper Brewing Company,$11-30,,4.0,74 reviews,117 W Broad St
,4,9,11,27,23,4:00 pm - 12:00 am,4:00 pm - 11:00 pm,12:00 pm - 12:00 am,12:00 pm - 8:00 pm,4:00 pm - 11:00 pm,4:00 pm - 11:00 pm,"4:00 pm - 11:00 pm
        
                Closed now","Breweries,Beer Bar,Tapas/Small Plates",Quakertown,Claimed,,No,Coat Check,The Proper Brewing Company,$11-30,,4.0,74 reviews,117 W Broad St
,4,9,11,27,23,4:00 pm - 12:00 am,4:00 pm - 11:00 pm,12:00 pm - 12:00 am,12:00 pm - 8:00 pm,4:00 pm - 11:00 pm,4:00 pm - 11:00 pm,"4:00 pm - 11:00 pm
        
                Closed now","Breweries,Beer Bar,Tapas/Small Plates",Quakertown,Claimed,,No,Smoking,The Proper Brewing Company,$11-30,,4.0,74 reviews,117 W Broad St
,4,9,11,27,23,4:00 pm - 12:00 am,4:00 pm - 11:00 pm,12:00 pm - 12:00 am,12:00 pm - 8:00 pm,4:00 pm - 11:00 pm,4:00 pm - 11:00 pm,"4:00 pm - 11:00 pm
        
                Closed now","Breweries,Beer Bar,Tapas/Small Plates",Quakertown,Claimed,,Yes,Outdoor Seating,The Proper Brewing Company,$11-30,,4.0,74 reviews,117 W Broad St
,4,9,11,27,23,4:00 pm - 12:00 am,4:00 pm - 11:00 pm,12:00 pm - 12:00 am,12:00 pm - 8:00 pm,4:00 pm - 11:00 pm,4:00 pm - 11:00 pm,"4:00 pm - 11:00 pm
        
                Closed now","Breweries,Beer Bar,Tapas/Small Plates",Quakertown,Claimed,,Free,Wi-Fi,The Proper Brewing Company,$11-30,,4.0,74 reviews,117 W Broad St
,4,9,11,27,23,4:00 pm - 12:00 am,4:00 pm - 11:00 pm,12:00 pm - 12:00 am,12:00 pm - 8:00 pm,4:00 pm - 11:00 pm,4:00 pm - 11:00 pm,"4:00 pm - 11:00 pm
        
                Closed now","Breweries,Beer Bar,Tapas/Small Plates",Quakertown,Claimed,,Yes,Has TV,The Proper Brewing Company,$11-30,,4.0,74 reviews,117 W Broad St
