1_star_count,2_star_count,3_star_count,4_star_count,5_star_count,Fri,Mon,Sat,Sun,Thu,Tue,Wed,category,city,claimed_status,health_rating,moreInfoVal,moreInfoVar,name,price_range,rating,ratings,reviews,street
46,35,31,33,31,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Closed now",11:00 am - 11:00 pm,"Breweries,Burgers,American (Traditional)",,Claimed,,No,Accepts Apple Pay,RAM Restaurant and Brewery - Dublin,$11-30,,3.0,176 reviews,6623 Longshore St
46,35,31,33,31,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Closed now",11:00 am - 11:00 pm,"Breweries,Burgers,American (Traditional)",,Claimed,,No,Accepts Google Pay,RAM Restaurant and Brewery - Dublin,$11-30,,3.0,176 reviews,6623 Longshore St
46,35,31,33,31,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Closed now",11:00 am - 11:00 pm,"Breweries,Burgers,American (Traditional)",,Claimed,,No,Accepts Cryptocurrency,RAM Restaurant and Brewery - Dublin,$11-30,,3.0,176 reviews,6623 Longshore St
46,35,31,33,31,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Closed now",11:00 am - 11:00 pm,"Breweries,Burgers,American (Traditional)",,Claimed,,"Lunch, Dinner",Good For,RAM Restaurant and Brewery - Dublin,$11-30,,3.0,176 reviews,6623 Longshore St
46,35,31,33,31,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Closed now",11:00 am - 11:00 pm,"Breweries,Burgers,American (Traditional)",,Claimed,,Garage,Parking,RAM Restaurant and Brewery - Dublin,$11-30,,3.0,176 reviews,6623 Longshore St
46,35,31,33,31,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Closed now",11:00 am - 11:00 pm,"Breweries,Burgers,American (Traditional)",,Claimed,,Yes,Bike Parking,RAM Restaurant and Brewery - Dublin,$11-30,,3.0,176 reviews,6623 Longshore St
46,35,31,33,31,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Closed now",11:00 am - 11:00 pm,"Breweries,Burgers,American (Traditional)",,Claimed,,Yes,Wheelchair Accessible,RAM Restaurant and Brewery - Dublin,$11-30,,3.0,176 reviews,6623 Longshore St
46,35,31,33,31,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Closed now",11:00 am - 11:00 pm,"Breweries,Burgers,American (Traditional)",,Claimed,,Yes,Good for Kids,RAM Restaurant and Brewery - Dublin,$11-30,,3.0,176 reviews,6623 Longshore St
46,35,31,33,31,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Closed now",11:00 am - 11:00 pm,"Breweries,Burgers,American (Traditional)",,Claimed,,Yes,Good for Groups,RAM Restaurant and Brewery - Dublin,$11-30,,3.0,176 reviews,6623 Longshore St
46,35,31,33,31,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Closed now",11:00 am - 11:00 pm,"Breweries,Burgers,American (Traditional)",,Claimed,,Casual,Attire,RAM Restaurant and Brewery - Dublin,$11-30,,3.0,176 reviews,6623 Longshore St
46,35,31,33,31,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Closed now",11:00 am - 11:00 pm,"Breweries,Burgers,American (Traditional)",,Claimed,,"Casual, Trendy",Ambience,RAM Restaurant and Brewery - Dublin,$11-30,,3.0,176 reviews,6623 Longshore St
46,35,31,33,31,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Closed now",11:00 am - 11:00 pm,"Breweries,Burgers,American (Traditional)",,Claimed,,Average,Noise Level,RAM Restaurant and Brewery - Dublin,$11-30,,3.0,176 reviews,6623 Longshore St
46,35,31,33,31,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Closed now",11:00 am - 11:00 pm,"Breweries,Burgers,American (Traditional)",,Claimed,,Full Bar,Alcohol,RAM Restaurant and Brewery - Dublin,$11-30,,3.0,176 reviews,6623 Longshore St
46,35,31,33,31,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Closed now",11:00 am - 11:00 pm,"Breweries,Burgers,American (Traditional)",,Claimed,,Yes,Good For Happy Hour,RAM Restaurant and Brewery - Dublin,$11-30,,3.0,176 reviews,6623 Longshore St
46,35,31,33,31,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Closed now",11:00 am - 11:00 pm,"Breweries,Burgers,American (Traditional)",,Claimed,,Yes,Outdoor Seating,RAM Restaurant and Brewery - Dublin,$11-30,,3.0,176 reviews,6623 Longshore St
46,35,31,33,31,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Closed now",11:00 am - 11:00 pm,"Breweries,Burgers,American (Traditional)",,Claimed,,Free,Wi-Fi,RAM Restaurant and Brewery - Dublin,$11-30,,3.0,176 reviews,6623 Longshore St
46,35,31,33,31,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Closed now",11:00 am - 11:00 pm,"Breweries,Burgers,American (Traditional)",,Claimed,,Yes,Has TV,RAM Restaurant and Brewery - Dublin,$11-30,,3.0,176 reviews,6623 Longshore St
46,35,31,33,31,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Closed now",11:00 am - 11:00 pm,"Breweries,Burgers,American (Traditional)",,Claimed,,No,Dogs Allowed,RAM Restaurant and Brewery - Dublin,$11-30,,3.0,176 reviews,6623 Longshore St
46,35,31,33,31,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Closed now",11:00 am - 11:00 pm,"Breweries,Burgers,American (Traditional)",,Claimed,,Yes,Waiter Service,RAM Restaurant and Brewery - Dublin,$11-30,,3.0,176 reviews,6623 Longshore St
46,35,31,33,31,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Closed now",11:00 am - 11:00 pm,"Breweries,Burgers,American (Traditional)",,Claimed,,No,Drive-Thru,RAM Restaurant and Brewery - Dublin,$11-30,,3.0,176 reviews,6623 Longshore St
46,35,31,33,31,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 12:00 am,11:00 am - 11:00 pm,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Closed now",11:00 am - 11:00 pm,"Breweries,Burgers,American (Traditional)",,Claimed,,No,Caters,RAM Restaurant and Brewery - Dublin,$11-30,,3.0,176 reviews,6623 Longshore St
,,,,,,,,,,,,,Cincinnati,,,NA,NA,Revel Urban Winery / Revel OTR,,NA,,NA,111 E 12th St
2,1,3,10,26,3:00 pm - 12:00 am,Closed,2:00 pm - 12:00 am,12:30 pm - 8:00 pm,3:00 pm - 11:00 pm,Closed,3:00 pm - 11:00 pm,Breweries,Mansfield,Claimed,,No,Take-out,The Phoenix Brewing Company,Moderate,,4.5,42 reviews,131 N Diamond St
2,1,3,10,26,3:00 pm - 12:00 am,Closed,2:00 pm - 12:00 am,12:30 pm - 8:00 pm,3:00 pm - 11:00 pm,Closed,3:00 pm - 11:00 pm,Breweries,Mansfield,Claimed,,Yes,Accepts Credit Cards,The Phoenix Brewing Company,Moderate,,4.5,42 reviews,131 N Diamond St
2,1,3,10,26,3:00 pm - 12:00 am,Closed,2:00 pm - 12:00 am,12:30 pm - 8:00 pm,3:00 pm - 11:00 pm,Closed,3:00 pm - 11:00 pm,Breweries,Mansfield,Claimed,,No,Accepts Apple Pay,The Phoenix Brewing Company,Moderate,,4.5,42 reviews,131 N Diamond St
2,1,3,10,26,3:00 pm - 12:00 am,Closed,2:00 pm - 12:00 am,12:30 pm - 8:00 pm,3:00 pm - 11:00 pm,Closed,3:00 pm - 11:00 pm,Breweries,Mansfield,Claimed,,No,Accepts Google Pay,The Phoenix Brewing Company,Moderate,,4.5,42 reviews,131 N Diamond St
2,1,3,10,26,3:00 pm - 12:00 am,Closed,2:00 pm - 12:00 am,12:30 pm - 8:00 pm,3:00 pm - 11:00 pm,Closed,3:00 pm - 11:00 pm,Breweries,Mansfield,Claimed,,"Street, Private Lot",Parking,The Phoenix Brewing Company,Moderate,,4.5,42 reviews,131 N Diamond St
2,1,3,10,26,3:00 pm - 12:00 am,Closed,2:00 pm - 12:00 am,12:30 pm - 8:00 pm,3:00 pm - 11:00 pm,Closed,3:00 pm - 11:00 pm,Breweries,Mansfield,Claimed,,Yes,Bike Parking,The Phoenix Brewing Company,Moderate,,4.5,42 reviews,131 N Diamond St
2,1,3,10,26,3:00 pm - 12:00 am,Closed,2:00 pm - 12:00 am,12:30 pm - 8:00 pm,3:00 pm - 11:00 pm,Closed,3:00 pm - 11:00 pm,Breweries,Mansfield,Claimed,,No,Caters,The Phoenix Brewing Company,Moderate,,4.5,42 reviews,131 N Diamond St
,,,,,,,,,,,,,,,,NA,NA,Skydance Brewing Company,,NA,,NA,
16,11,19,32,58,11:00 am - 8:00 pm,"11:00 am - 8:00 pm
        
                Closed now",11:00 am - 8:00 pm,12:00 pm - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 8:00 pm,"Pizza,Breweries",Bandon,Claimed,,Yes,Liked by Vegetarians,Bandon Brewing Company,$11-30,,4.0,136 reviews,395 2nd St SE
16,11,19,32,58,11:00 am - 8:00 pm,"11:00 am - 8:00 pm
        
                Closed now",11:00 am - 8:00 pm,12:00 pm - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 8:00 pm,"Pizza,Breweries",Bandon,Claimed,,No,Takes Reservations,Bandon Brewing Company,$11-30,,4.0,136 reviews,395 2nd St SE
16,11,19,32,58,11:00 am - 8:00 pm,"11:00 am - 8:00 pm
        
                Closed now",11:00 am - 8:00 pm,12:00 pm - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 8:00 pm,"Pizza,Breweries",Bandon,Claimed,,Yes,Delivery,Bandon Brewing Company,$11-30,,4.0,136 reviews,395 2nd St SE
16,11,19,32,58,11:00 am - 8:00 pm,"11:00 am - 8:00 pm
        
                Closed now",11:00 am - 8:00 pm,12:00 pm - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 8:00 pm,"Pizza,Breweries",Bandon,Claimed,,Yes,Take-out,Bandon Brewing Company,$11-30,,4.0,136 reviews,395 2nd St SE
16,11,19,32,58,11:00 am - 8:00 pm,"11:00 am - 8:00 pm
        
                Closed now",11:00 am - 8:00 pm,12:00 pm - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 8:00 pm,"Pizza,Breweries",Bandon,Claimed,,Yes,Accepts Credit Cards,Bandon Brewing Company,$11-30,,4.0,136 reviews,395 2nd St SE
16,11,19,32,58,11:00 am - 8:00 pm,"11:00 am - 8:00 pm
        
                Closed now",11:00 am - 8:00 pm,12:00 pm - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 8:00 pm,"Pizza,Breweries",Bandon,Claimed,,"Lunch, Dinner",Good For,Bandon Brewing Company,$11-30,,4.0,136 reviews,395 2nd St SE
16,11,19,32,58,11:00 am - 8:00 pm,"11:00 am - 8:00 pm
        
                Closed now",11:00 am - 8:00 pm,12:00 pm - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 8:00 pm,"Pizza,Breweries",Bandon,Claimed,,Street,Parking,Bandon Brewing Company,$11-30,,4.0,136 reviews,395 2nd St SE
16,11,19,32,58,11:00 am - 8:00 pm,"11:00 am - 8:00 pm
        
                Closed now",11:00 am - 8:00 pm,12:00 pm - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 8:00 pm,"Pizza,Breweries",Bandon,Claimed,,Yes,Bike Parking,Bandon Brewing Company,$11-30,,4.0,136 reviews,395 2nd St SE
16,11,19,32,58,11:00 am - 8:00 pm,"11:00 am - 8:00 pm
        
                Closed now",11:00 am - 8:00 pm,12:00 pm - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 8:00 pm,"Pizza,Breweries",Bandon,Claimed,,Yes,Wheelchair Accessible,Bandon Brewing Company,$11-30,,4.0,136 reviews,395 2nd St SE
16,11,19,32,58,11:00 am - 8:00 pm,"11:00 am - 8:00 pm
        
                Closed now",11:00 am - 8:00 pm,12:00 pm - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 8:00 pm,"Pizza,Breweries",Bandon,Claimed,,Yes,Good for Kids,Bandon Brewing Company,$11-30,,4.0,136 reviews,395 2nd St SE
16,11,19,32,58,11:00 am - 8:00 pm,"11:00 am - 8:00 pm
        
                Closed now",11:00 am - 8:00 pm,12:00 pm - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 8:00 pm,"Pizza,Breweries",Bandon,Claimed,,Yes,Good for Groups,Bandon Brewing Company,$11-30,,4.0,136 reviews,395 2nd St SE
16,11,19,32,58,11:00 am - 8:00 pm,"11:00 am - 8:00 pm
        
                Closed now",11:00 am - 8:00 pm,12:00 pm - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 8:00 pm,"Pizza,Breweries",Bandon,Claimed,,Casual,Attire,Bandon Brewing Company,$11-30,,4.0,136 reviews,395 2nd St SE
16,11,19,32,58,11:00 am - 8:00 pm,"11:00 am - 8:00 pm
        
                Closed now",11:00 am - 8:00 pm,12:00 pm - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 8:00 pm,"Pizza,Breweries",Bandon,Claimed,,Casual,Ambience,Bandon Brewing Company,$11-30,,4.0,136 reviews,395 2nd St SE
16,11,19,32,58,11:00 am - 8:00 pm,"11:00 am - 8:00 pm
        
                Closed now",11:00 am - 8:00 pm,12:00 pm - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 8:00 pm,"Pizza,Breweries",Bandon,Claimed,,Loud,Noise Level,Bandon Brewing Company,$11-30,,4.0,136 reviews,395 2nd St SE
16,11,19,32,58,11:00 am - 8:00 pm,"11:00 am - 8:00 pm
        
                Closed now",11:00 am - 8:00 pm,12:00 pm - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 8:00 pm,"Pizza,Breweries",Bandon,Claimed,,Full Bar,Alcohol,Bandon Brewing Company,$11-30,,4.0,136 reviews,395 2nd St SE
16,11,19,32,58,11:00 am - 8:00 pm,"11:00 am - 8:00 pm
        
                Closed now",11:00 am - 8:00 pm,12:00 pm - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 8:00 pm,"Pizza,Breweries",Bandon,Claimed,,Yes,Outdoor Seating,Bandon Brewing Company,$11-30,,4.0,136 reviews,395 2nd St SE
16,11,19,32,58,11:00 am - 8:00 pm,"11:00 am - 8:00 pm
        
                Closed now",11:00 am - 8:00 pm,12:00 pm - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 8:00 pm,"Pizza,Breweries",Bandon,Claimed,,Free,Wi-Fi,Bandon Brewing Company,$11-30,,4.0,136 reviews,395 2nd St SE
16,11,19,32,58,11:00 am - 8:00 pm,"11:00 am - 8:00 pm
        
                Closed now",11:00 am - 8:00 pm,12:00 pm - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 8:00 pm,"Pizza,Breweries",Bandon,Claimed,,Yes,Has TV,Bandon Brewing Company,$11-30,,4.0,136 reviews,395 2nd St SE
16,11,19,32,58,11:00 am - 8:00 pm,"11:00 am - 8:00 pm
        
                Closed now",11:00 am - 8:00 pm,12:00 pm - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 8:00 pm,"Pizza,Breweries",Bandon,Claimed,,Yes,Dogs Allowed,Bandon Brewing Company,$11-30,,4.0,136 reviews,395 2nd St SE
16,11,19,32,58,11:00 am - 8:00 pm,"11:00 am - 8:00 pm
        
                Closed now",11:00 am - 8:00 pm,12:00 pm - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 8:00 pm,"Pizza,Breweries",Bandon,Claimed,,No,Waiter Service,Bandon Brewing Company,$11-30,,4.0,136 reviews,395 2nd St SE
16,11,19,32,58,11:00 am - 8:00 pm,"11:00 am - 8:00 pm
        
                Closed now",11:00 am - 8:00 pm,12:00 pm - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 8:00 pm,11:00 am - 8:00 pm,"Pizza,Breweries",Bandon,Claimed,,No,Caters,Bandon Brewing Company,$11-30,,4.0,136 reviews,395 2nd St SE
13,22,38,63,109,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Open now",11:00 am - 11:00 pm,11:00 am - 11:00 pm,Closed,11:00 am - 12:00 am,Closed,"American (New),Brewpubs",Medford,Claimed,,Yes,Liked by Vegetarians,Common Block Brewing Company,$11-30,,4.0,245 reviews,315 E 5th Street
13,22,38,63,109,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Open now",11:00 am - 11:00 pm,11:00 am - 11:00 pm,Closed,11:00 am - 12:00 am,Closed,"American (New),Brewpubs",Medford,Claimed,,No,Takes Reservations,Common Block Brewing Company,$11-30,,4.0,245 reviews,315 E 5th Street
13,22,38,63,109,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Open now",11:00 am - 11:00 pm,11:00 am - 11:00 pm,Closed,11:00 am - 12:00 am,Closed,"American (New),Brewpubs",Medford,Claimed,,No,Delivery,Common Block Brewing Company,$11-30,,4.0,245 reviews,315 E 5th Street
13,22,38,63,109,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Open now",11:00 am - 11:00 pm,11:00 am - 11:00 pm,Closed,11:00 am - 12:00 am,Closed,"American (New),Brewpubs",Medford,Claimed,,Yes,Take-out,Common Block Brewing Company,$11-30,,4.0,245 reviews,315 E 5th Street
13,22,38,63,109,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Open now",11:00 am - 11:00 pm,11:00 am - 11:00 pm,Closed,11:00 am - 12:00 am,Closed,"American (New),Brewpubs",Medford,Claimed,,Yes,Accepts Credit Cards,Common Block Brewing Company,$11-30,,4.0,245 reviews,315 E 5th Street
13,22,38,63,109,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Open now",11:00 am - 11:00 pm,11:00 am - 11:00 pm,Closed,11:00 am - 12:00 am,Closed,"American (New),Brewpubs",Medford,Claimed,,Yes,Accepts Apple Pay,Common Block Brewing Company,$11-30,,4.0,245 reviews,315 E 5th Street
13,22,38,63,109,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Open now",11:00 am - 11:00 pm,11:00 am - 11:00 pm,Closed,11:00 am - 12:00 am,Closed,"American (New),Brewpubs",Medford,Claimed,,No,Accepts Google Pay,Common Block Brewing Company,$11-30,,4.0,245 reviews,315 E 5th Street
13,22,38,63,109,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Open now",11:00 am - 11:00 pm,11:00 am - 11:00 pm,Closed,11:00 am - 12:00 am,Closed,"American (New),Brewpubs",Medford,Claimed,,No,Accepts Cryptocurrency,Common Block Brewing Company,$11-30,,4.0,245 reviews,315 E 5th Street
13,22,38,63,109,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Open now",11:00 am - 11:00 pm,11:00 am - 11:00 pm,Closed,11:00 am - 12:00 am,Closed,"American (New),Brewpubs",Medford,Claimed,,"Dinner, Dessert",Good For,Common Block Brewing Company,$11-30,,4.0,245 reviews,315 E 5th Street
13,22,38,63,109,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Open now",11:00 am - 11:00 pm,11:00 am - 11:00 pm,Closed,11:00 am - 12:00 am,Closed,"American (New),Brewpubs",Medford,Claimed,,"Street, Private Lot",Parking,Common Block Brewing Company,$11-30,,4.0,245 reviews,315 E 5th Street
13,22,38,63,109,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Open now",11:00 am - 11:00 pm,11:00 am - 11:00 pm,Closed,11:00 am - 12:00 am,Closed,"American (New),Brewpubs",Medford,Claimed,,Yes,Bike Parking,Common Block Brewing Company,$11-30,,4.0,245 reviews,315 E 5th Street
13,22,38,63,109,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Open now",11:00 am - 11:00 pm,11:00 am - 11:00 pm,Closed,11:00 am - 12:00 am,Closed,"American (New),Brewpubs",Medford,Claimed,,Yes,Wheelchair Accessible,Common Block Brewing Company,$11-30,,4.0,245 reviews,315 E 5th Street
13,22,38,63,109,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Open now",11:00 am - 11:00 pm,11:00 am - 11:00 pm,Closed,11:00 am - 12:00 am,Closed,"American (New),Brewpubs",Medford,Claimed,,Yes,Good for Kids,Common Block Brewing Company,$11-30,,4.0,245 reviews,315 E 5th Street
13,22,38,63,109,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Open now",11:00 am - 11:00 pm,11:00 am - 11:00 pm,Closed,11:00 am - 12:00 am,Closed,"American (New),Brewpubs",Medford,Claimed,,Yes,Good for Groups,Common Block Brewing Company,$11-30,,4.0,245 reviews,315 E 5th Street
13,22,38,63,109,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Open now",11:00 am - 11:00 pm,11:00 am - 11:00 pm,Closed,11:00 am - 12:00 am,Closed,"American (New),Brewpubs",Medford,Claimed,,Casual,Attire,Common Block Brewing Company,$11-30,,4.0,245 reviews,315 E 5th Street
13,22,38,63,109,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Open now",11:00 am - 11:00 pm,11:00 am - 11:00 pm,Closed,11:00 am - 12:00 am,Closed,"American (New),Brewpubs",Medford,Claimed,,Casual,Ambience,Common Block Brewing Company,$11-30,,4.0,245 reviews,315 E 5th Street
13,22,38,63,109,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Open now",11:00 am - 11:00 pm,11:00 am - 11:00 pm,Closed,11:00 am - 12:00 am,Closed,"American (New),Brewpubs",Medford,Claimed,,Average,Noise Level,Common Block Brewing Company,$11-30,,4.0,245 reviews,315 E 5th Street
13,22,38,63,109,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Open now",11:00 am - 11:00 pm,11:00 am - 11:00 pm,Closed,11:00 am - 12:00 am,Closed,"American (New),Brewpubs",Medford,Claimed,,Full Bar,Alcohol,Common Block Brewing Company,$11-30,,4.0,245 reviews,315 E 5th Street
13,22,38,63,109,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Open now",11:00 am - 11:00 pm,11:00 am - 11:00 pm,Closed,11:00 am - 12:00 am,Closed,"American (New),Brewpubs",Medford,Claimed,,Yes,Outdoor Seating,Common Block Brewing Company,$11-30,,4.0,245 reviews,315 E 5th Street
13,22,38,63,109,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Open now",11:00 am - 11:00 pm,11:00 am - 11:00 pm,Closed,11:00 am - 12:00 am,Closed,"American (New),Brewpubs",Medford,Claimed,,Free,Wi-Fi,Common Block Brewing Company,$11-30,,4.0,245 reviews,315 E 5th Street
13,22,38,63,109,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Open now",11:00 am - 11:00 pm,11:00 am - 11:00 pm,Closed,11:00 am - 12:00 am,Closed,"American (New),Brewpubs",Medford,Claimed,,No,Has TV,Common Block Brewing Company,$11-30,,4.0,245 reviews,315 E 5th Street
13,22,38,63,109,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Open now",11:00 am - 11:00 pm,11:00 am - 11:00 pm,Closed,11:00 am - 12:00 am,Closed,"American (New),Brewpubs",Medford,Claimed,,Yes,Dogs Allowed,Common Block Brewing Company,$11-30,,4.0,245 reviews,315 E 5th Street
13,22,38,63,109,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Open now",11:00 am - 11:00 pm,11:00 am - 11:00 pm,Closed,11:00 am - 12:00 am,Closed,"American (New),Brewpubs",Medford,Claimed,,Yes,Waiter Service,Common Block Brewing Company,$11-30,,4.0,245 reviews,315 E 5th Street
13,22,38,63,109,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Open now",11:00 am - 11:00 pm,11:00 am - 11:00 pm,Closed,11:00 am - 12:00 am,Closed,"American (New),Brewpubs",Medford,Claimed,,No,Caters,Common Block Brewing Company,$11-30,,4.0,245 reviews,315 E 5th Street
13,22,38,63,109,11:00 am - 11:00 pm,"11:00 am - 11:00 pm
        
                Open now",11:00 am - 11:00 pm,11:00 am - 11:00 pm,Closed,11:00 am - 12:00 am,Closed,"American (New),Brewpubs",Medford,Claimed,,Yes,Open to All,Common Block Brewing Company,$11-30,,4.0,245 reviews,315 E 5th Street
,,,,,,,,,,,,,,,,NA,NA,Leikam Brewing,,NA,,NA,
,,,,,,,,,,,,,Wilsonville,,,NA,NA,McMenamins Old Church Brewery,,NA,,NA,30340 SW Boones Ferry Rd
64,60,81,182,181,7:00 am - 1:30 am,"7:00 am - 1:30 am
        
                Open now",7:00 am - 1:30 am,7:00 am - 1:30 am,7:00 am - 1:30 am,7:00 am - 1:30 am,7:00 am - 1:30 am,"Cinema,Breweries,American (Traditional)",Bend,Claimed,,Yes,Liked by Vegetarians,McMenamins Old St. Francis School,$11-30,,3.5,568 reviews,700 NW Bond St
64,60,81,182,181,7:00 am - 1:30 am,"7:00 am - 1:30 am
        
                Open now",7:00 am - 1:30 am,7:00 am - 1:30 am,7:00 am - 1:30 am,7:00 am - 1:30 am,7:00 am - 1:30 am,"Cinema,Breweries,American (Traditional)",Bend,Claimed,,Yes,Takes Reservations,McMenamins Old St. Francis School,$11-30,,3.5,568 reviews,700 NW Bond St
