id,condition,input_zip,output_lat,output_lon
521,grouped,60969,34.98059466111111,-111.97962236111113
521,grouped,60915,34.98059466111111,-111.97962236111113
521,grouped,60913,34.98059466111111,-111.97962236111113
521,grouped,60437,32.96803109361702,-80.52219323404255
521,grouped,60424,32.96803109361702,-80.52219323404255
521,grouped,60470,32.96803109361702,-80.52219323404255
521,grouped,60935,34.98059466111111,-111.97962236111113
522,grouped,78552,32.10589904285714,-99.74382108571429
522,grouped,78535,34.98059466111111,-111.97962236111113
522,grouped,78550,40.74537158125,-111.795244734375
522,grouped,78583,38.224460747169815,-78.81912353396227
522,grouped,78593,40.08470863164557,-76.5903678493671
522,grouped,78540,42.20972471007752,-71.09767844496123
522,grouped,78543,34.98059466111111,-111.97962236111113
522,grouped,78562,34.98059466111111,-111.97962236111113
522,grouped,78558,34.98059466111111,-111.97962236111113
522,grouped,78594,40.08470863164557,-76.5903678493671
523,grouped,04768,43.837020853846155,-70.21511262923076
523,grouped,04739,43.837020853846155,-70.21511262923076
523,grouped,04743,43.837020853846155,-70.21511262923076
523,grouped,04781,43.837020853846155,-70.21511262923076
523,grouped,04744,42.20972471007752,-71.09767844496123
523,grouped,04775,42.20972471007752,-71.09767844496123
523,grouped,04745,43.837020853846155,-70.21511262923076
523,grouped,04779,43.837020853846155,-70.21511262923076
523,grouped,04772,43.837020853846155,-70.21511262923076
523,grouped,04756,43.837020853846155,-70.21511262923076
524,grouped,70775,33.970547511111114,-102.09225397777777
524,grouped,70784,42.20972471007752,-71.09767844496123
524,grouped,70789,33.970547511111114,-102.09225397777777
524,grouped,70782,32.96803109361702,-80.52219323404255
524,grouped,70787,32.96803109361702,-80.52219323404255
524,grouped,70712,32.96803109361702,-80.52219323404255
524,grouped,70761,33.970547511111114,-102.09225397777777
524,grouped,39631,32.96803109361702,-80.52219323404255
524,grouped,71355,45.05539481111111,-85.2132865462963
524,grouped,71320,45.05539481111111,-85.2132865462963
525,grouped,74941,34.98059466111111,-111.97962236111113
525,grouped,74901,34.98059466111111,-111.97962236111113
525,grouped,74936,34.98059466111111,-111.97962236111113
525,grouped,74946,34.98059466111111,-111.97962236111113
525,grouped,72904,33.897729505555546,-84.44988028055555
525,grouped,74954,34.98059466111111,-111.97962236111113
525,grouped,72957,42.20972471007752,-71.09767844496123
525,grouped,72956,45.05539481111111,-85.2132865462963
525,grouped,74948,34.98059466111111,-111.97962236111113
525,grouped,74470,34.98059466111111,-111.97962236111113
526,grouped,47515,34.98059466111111,-111.97962236111113
526,grouped,47532,40.08470863164557,-76.5903678493671
526,grouped,47174,34.98059466111111,-111.97962236111113
526,grouped,47541,40.08470863164557,-76.5903678493671
526,grouped,47123,34.98059466111111,-111.97962236111113
526,grouped,47585,34.98059466111111,-111.97962236111113
526,grouped,47660,34.98059466111111,-111.97962236111113
526,grouped,47542,40.08470863164557,-76.5903678493671
526,grouped,47513,40.08470863164557,-76.5903678493671
526,grouped,47118,34.98059466111111,-111.97962236111113
527,grouped,08739,42.20972471007752,-71.09767844496123
527,grouped,08755,42.51821412818182,-83.27356483545455
527,grouped,08738,34.98059466111111,-111.97962236111113
527,grouped,08723,42.51821412818182,-83.27356483545455
527,grouped,08701,33.477657515000004,-111.98440946333334
527,grouped,08742,42.51821412818182,-83.27356483545455
527,grouped,08724,35.40150644285714,-97.53377575357143
527,grouped,08730,34.98059466111111,-111.97962236111113
527,grouped,08527,35.40150644285714,-97.53377575357143
527,grouped,08736,34.98059466111111,-111.97962236111113
528,grouped,17006,34.98059466111111,-111.97962236111113
528,grouped,17071,41.6515301,-80.07233788333333
528,grouped,17090,34.98059466111111,-111.97962236111113
528,grouped,17040,41.6515301,-80.07233788333333
528,grouped,17053,34.98059466111111,-111.97962236111113
528,grouped,17021,33.970547511111114,-102.09225397777777
528,grouped,17047,43.29915546419753,-71.29883957901235
528,grouped,17075,34.98059466111111,-111.97962236111113
528,grouped,17035,32.96803109361702,-80.52219323404255
528,grouped,17024,41.6515301,-80.07233788333333
529,grouped,57422,42.53569168064516,-123.22130807419356
529,grouped,57402,42.20972471007752,-71.09767844496123
529,grouped,57445,42.53569168064516,-123.22130807419356
529,grouped,57427,42.53569168064516,-123.22130807419356
529,grouped,57401,42.53569168064516,-123.22130807419356
529,grouped,57468,34.98059466111111,-111.97962236111113
529,grouped,57261,34.98059466111111,-111.97962236111113
529,grouped,57454,34.98059466111111,-111.97962236111113
529,grouped,57232,34.98059466111111,-111.97962236111113
529,grouped,57433,42.53569168064516,-123.22130807419356
530,grouped,28463,32.96803109361702,-80.52219323404255
530,grouped,29545,40.08470863164557,-76.5903678493671
530,grouped,29574,43.86106409523809,-103.69915593333332
530,grouped,28432,32.96803109361702,-80.52219323404255
530,grouped,29581,43.86106409523809,-103.69915593333332
530,grouped,29592,43.86106409523809,-103.69915593333332
530,grouped,28442,32.96803109361702,-80.52219323404255
530,grouped,28439,32.96803109361702,-80.52219323404255
530,grouped,29543,43.86106409523809,-103.69915593333332
530,grouped,28424,32.96803109361702,-80.52219323404255
531,grouped,92652,42.20972471007752,-71.09767844496123
531,grouped,92651,41.10029389021739,-73.12163005543478
531,grouped,92656,33.477657515000004,-111.98440946333334
531,grouped,92653,41.10029389021739,-73.12163005543478
531,grouped,92657,34.98059466111111,-111.97962236111113
531,grouped,92654,42.20972471007752,-71.09767844496123
531,grouped,92661,34.98059466111111,-111.97962236111113
531,grouped,92625,34.98059466111111,-111.97962236111113
531,grouped,92662,34.98059466111111,-111.97962236111113
532,grouped,08245,35.50617944375,-80.785737875
532,grouped,08246,35.50617944375,-80.785737875
532,grouped,08248,34.98059466111111,-111.97962236111113
532,grouped,08230,30.499809642105266,-84.9313431368421
532,grouped,08324,34.98059466111111,-111.97962236111113
532,grouped,08315,42.20972471007752,-71.09767844496123
532,grouped,08214,42.20972471007752,-71.09767844496123
532,grouped,08314,34.98059466111111,-111.97962236111113
532,grouped,08321,34.98059466111111,-111.97962236111113
532,grouped,08327,34.98059466111111,-111.97962236111113
534,grouped,57213,34.98059466111111,-111.97962236111113
534,grouped,57268,34.98059466111111,-111.97962236111113
534,grouped,57234,34.98059466111111,-111.97962236111113
534,grouped,56291,36.0828948,-94.17613124399999
534,grouped,56280,36.0828948,-94.17613124399999
534,grouped,57218,34.98059466111111,-111.97962236111113
534,grouped,57241,34.98059466111111,-111.97962236111113
534,grouped,57223,34.98059466111111,-111.97962236111113
534,grouped,56220,42.53569168064516,-123.22130807419356
534,grouped,57242,34.98059466111111,-111.97962236111113
535,grouped,54436,41.90185664285714,-91.79950985142858
535,grouped,54410,40.32296484705882,-122.07156925882352
535,grouped,54456,41.90185664285714,-91.79950985142858
535,grouped,54454,45.91739098,-118.55983937
535,grouped,54415,42.20972471007752,-71.09767844496123
535,grouped,54420,41.90185664285714,-91.79950985142858
535,grouped,54741,30.179279005882353,-90.03086064705882
535,grouped,54449,42.51821412818182,-83.27356483545455
535,grouped,54441,40.32296484705882,-122.07156925882352
535,grouped,54404,42.20972471007752,-71.09767844496123
536,grouped,00704,34.98059466111111,-111.97962236111113
536,grouped,00785,42.20972471007752,-71.09767844496123
536,grouped,00732,42.20972471007752,-71.09767844496123
536,grouped,00733,42.20972471007752,-71.09767844496123
536,grouped,00734,42.20972471007752,-71.09767844496123
536,grouped,00728,35.40150644285714,-97.53377575357143
536,grouped,00716,35.40150644285714,-97.53377575357143
536,grouped,00757,34.98059466111111,-111.97962236111113
536,grouped,00751,34.98059466111111,-111.97962236111113
536,grouped,00714,34.98059466111111,-111.97962236111113
537,grouped,71854,42.51821412818182,-83.27356483545455
537,grouped,71864,42.20972471007752,-71.09767844496123
537,grouped,71858,45.05539481111111,-85.2132865462963
537,grouped,71853,45.05539481111111,-85.2132865462963
537,grouped,71828,42.20972471007752,-71.09767844496123
537,grouped,71835,33.970547511111114,-102.09225397777777
537,grouped,71801,47.4015982090909,-104.47874556363637
537,grouped,71838,33.970547511111114,-102.09225397777777
537,grouped,71802,42.20972471007752,-71.09767844496123
537,grouped,71822,34.98059466111111,-111.97962236111113
538,grouped,38572,40.40803100235294,-79.83968770705881
538,grouped,38555,35.40150644285714,-97.53377575357143
538,grouped,38583,42.53569168064516,-123.22130807419356
538,grouped,38557,42.20972471007752,-71.09767844496123
538,grouped,37723,40.40803100235294,-79.83968770705881
538,grouped,38578,40.40803100235294,-79.83968770705881
538,grouped,38558,40.40803100235294,-79.83968770705881
538,grouped,37829,34.98059466111111,-111.97962236111113
538,grouped,38571,34.98059466111111,-111.97962236111113
538,grouped,37887,34.98059466111111,-111.97962236111113
539,grouped,68774,42.53569168064516,-123.22130807419356
539,grouped,57010,45.05539481111111,-85.2132865462963
539,grouped,51001,39.462944033333336,-97.1375166222222
539,grouped,57069,34.98059466111111,-111.97962236111113
539,grouped,57079,42.20972471007752,-71.09767844496123
539,grouped,57031,34.98059466111111,-111.97962236111113
539,grouped,57078,34.98059466111111,-111.97962236111113
539,grouped,51011,42.53569168064516,-123.22130807419356
539,grouped,57046,34.98059466111111,-111.97962236111113
539,grouped,51027,39.462944033333336,-97.1375166222222
540,grouped,92173,41.10029389021739,-73.12163005543478
540,grouped,92154,47.0430361,-96.68625793333334
540,grouped,92153,42.20972471007752,-71.09767844496123
540,grouped,92143,42.20972471007752,-71.09767844496123
540,grouped,92158,42.20972471007752,-71.09767844496123
540,grouped,92179,42.20972471007752,-71.09767844496123
540,grouped,91932,33.477657515000004,-111.98440946333334
540,grouped,91933,42.20972471007752,-71.09767844496123
540,grouped,91980,41.10029389021739,-73.12163005543478
540,grouped,91987,42.20972471007752,-71.09767844496123
541,grouped,12833,42.8553323362069,-73.67852713793103
541,grouped,12859,42.8553323362069,-73.67852713793103
541,grouped,12823,47.62468858548387,-117.0784646032258
541,grouped,12831,33.897729505555546,-84.44988028055555
541,grouped,12865,47.62468858548387,-117.0784646032258
541,grouped,12822,33.897729505555546,-84.44988028055555
541,grouped,12809,47.62468858548387,-117.0784646032258
541,grouped,05253,34.98059466111111,-111.97962236111113
541,grouped,05776,34.98059466111111,-111.97962236111113
541,grouped,12828,33.897729505555546,-84.44988028055555
542,grouped,31033,40.85816157894737,-81.23381233508772
542,grouped,31038,32.96803109361702,-80.52219323404255
542,grouped,30216,43.29915546419753,-71.29883957901235
542,grouped,31087,32.96803109361702,-80.52219323404255
542,grouped,31064,34.98059466111111,-111.97962236111113
542,grouped,30233,33.897729505555546,-84.44988028055555
542,grouped,31024,30.179279005882353,-90.03086064705882
542,grouped,30234,35.572861282608706,-83.84001994347827
542,grouped,30248,35.572861282608706,-83.84001994347827
543,grouped,29042,34.98059466111111,-111.97962236111113
543,grouped,29133,32.96803109361702,-80.52219323404255
543,grouped,29817,34.98059466111111,-111.97962236111113
543,grouped,29038,32.96803109361702,-80.52219323404255
543,grouped,29826,32.96803109361702,-80.52219323404255
543,grouped,29853,43.29915546419753,-71.29883957901235
543,grouped,29039,32.96803109361702,-80.52219323404255
543,grouped,29113,32.96803109361702,-80.52219323404255
543,grouped,29142,32.96803109361702,-80.52219323404255
543,grouped,29115,35.40150644285714,-97.53377575357143
544,grouped,54817,40.85816157894737,-81.23381233508772
544,grouped,54835,33.970547511111114,-102.09225397777777
544,grouped,54870,33.970547511111114,-102.09225397777777
544,grouped,54834,34.98059466111111,-111.97962236111113
544,grouped,54871,33.970547511111114,-102.09225397777777
544,grouped,54862,32.96803109361702,-80.52219323404255
544,grouped,54845,45.91739098,-118.55983937
544,grouped,54867,32.96803109361702,-80.52219323404255
544,grouped,54876,32.96803109361702,-80.52219323404255
544,grouped,54828,32.96803109361702,-80.52219323404255
545,grouped,08057,35.238691675,-120.62105936428571
545,grouped,08009,30.499809642105266,-84.9313431368421
546,grouped,08057,35.238691675,-120.62105936428571
546,grouped,08009,30.499809642105266,-84.9313431368421
547,grouped,08057,35.238691675,-120.62105936428571
547,grouped,08009,30.499809642105266,-84.9313431368421
548,grouped,17009,34.98059466111111,-111.97962236111113
548,grouped,16669,34.98059466111111,-111.97962236111113
548,grouped,16683,30.499809642105266,-84.9313431368421
548,grouped,17084,34.98059466111111,-111.97962236111113
548,grouped,16865,40.08470863164557,-76.5903678493671
548,grouped,17841,34.98059466111111,-111.97962236111113
548,grouped,16868,34.98059466111111,-111.97962236111113
548,grouped,16877,40.08470863164557,-76.5903678493671
548,grouped,17063,34.98059466111111,-111.97962236111113
548,grouped,16827,34.98059466111111,-111.97962236111113
549,grouped,46745,40.08470863164557,-76.5903678493671
549,grouped,46819,40.08470863164557,-76.5903678493671
549,grouped,46773,40.08470863164557,-76.5903678493671
549,grouped,45886,40.08470863164557,-76.5903678493671
549,grouped,46809,40.08470863164557,-76.5903678493671
549,grouped,46816,40.08470863164557,-76.5903678493671
549,grouped,45851,40.08470863164557,-76.5903678493671
549,grouped,46807,40.08470863164557,-76.5903678493671
549,grouped,46806,39.06089827043478,-76.90568525565217
549,grouped,46814,40.08470863164557,-76.5903678493671
