brewery_id,latitude,longitude,label
brew204,40.3017106,-75.9906523,5
brew205,39.926384000000006,-75.1730315,108
brew206,40.8008669,-76.86116,118
brew207,40.697835999999995,-75.226697,43
brew208,41.006440999999995,-75.11054299999998,43
brew209,40.7940908,-80.136451,77
brew210,40.617836100000005,-77.5523078,118
brew211,40.13038220000001,-75.51491279999998,108
brew212,40.3394661,-76.42679679999998,5
brew213,40.215724,-79.6100155,77
brew214,39.80118710000001,-76.98307270000001,5
brew215,39.7326304,-76.44852320000001,5
brew216,40.345379799999996,-80.0139943,77
brew217,40.3044457,-76.78635290000001,5
brew218,40.4666285,-79.9915068,77
brew219,39.9525516,-76.32933340000001,5
brew220,40.200351700000006,-76.2054057,5
brew221,40.1328431,-75.52080049999998,108
brew222,39.91826270000001,-75.39805140000001,108
brew223,40.6954146,-80.00923329999998,77
brew225,40.7983626,-75.96888890000001,43
brew226,40.037827899999996,-75.63331070000001,108
brew227,41.225401899999994,-80.45247289999998,26
brew228,39.9830502,-76.6518073,5
brew229,40.237815600000005,-76.0726601,5
brew230,40.478753600000005,-79.9681918,77
brew231,41.427356700000004,-78.55361909999998,118
brew232,41.3036722,-75.80600009999998,43
brew233,40.228386,-76.43010100000001,5
brew234,40.152232500000004,-77.02671540000001,5
brew235,40.15520479999999,-75.2209682,108
brew236,40.19495149999999,-76.73155229999998,5
brew237,40.647416899999996,-75.4675608,43
brew238,40.2159482,-75.276662,108
brew239,42.1208959,-80.08214819999998,26
brew240,40.1952821,-76.67525770000002,5
brew241,39.9525839,-75.1652215,108
brew242,40.5411868,-79.7780173,77
brew243,40.2707311,-76.88749920000001,5
brew244,40.331960200000005,-75.63537699999998,108
brew245,40.44159399999999,-75.33552420000002,108
brew246,40.263767200000004,-76.8881973,5
brew247,40.4605601,-79.98881309999999,77
brew248,41.620484600000005,-80.2031592,26
brew249,40.0235057,-75.32277739999998,108
brew250,40.00862720000001,-75.2937603,108
brew251,40.1160817,-76.73574889999998,5
brew252,40.2799033,-75.215612,108
brew253,40.145378799999996,-75.16745209999998,108
brew254,41.397960600000005,-79.8306723,26
brew255,39.962111799999995,-75.153398,108
brew256,40.2971377,-76.64316640000001,5
brew257,40.180451299999994,-75.54800569999998,108
brew258,41.0251466,-76.42657170000001,118
brew259,40.1095607,-76.49918610000002,5
brew260,40.69073100000001,-75.21419879999998,43
brew261,40.2118277,-76.12323119999998,5
brew262,39.96656289999999,-75.1399899,108
brew263,40.242366499999996,-74.8385136,108
brew264,40.0048491,-75.692987,108
brew265,41.6373557,-80.1546767,26
brew266,40.038143299999994,-76.31356880000001,5
brew267,41.465579999999996,-75.18065299999998,43
brew268,40.4578303,-80.0093122,77
brew269,39.80259,-76.989267,5
brew270,40.1675014,-80.2437631,77
brew271,40.243332099999996,-75.2864803,108
brew272,41.75054919999999,-77.2929065,118
brew273,40.9621799,-76.888018,118
brew274,40.673247499999995,-75.2257657,43
brew275,40.21565469999999,-80.2001032,77
brew276,40.0532987,-75.23040379999998,108
brew278,40.01511199999999,-75.32030999999998,108
brew279,39.9625821,-75.1356571,108
brew280,40.40169290000001,-79.5721538,77
brew281,36.420272,-94.796988,89
brew282,41.2849848,-75.8366022,43
brew283,41.807584000000006,-77.07861209999999,118
brew285,40.2715343,-76.8914173,5
brew286,40.084209,-75.25023039999998,108
brew287,41.238005799999996,-77.009529,118
brew288,39.902538899999996,-76.6091838,5
brew289,41.236796399999996,-75.8650602,43
brew290,41.232386,-80.5075066,26
brew291,40.084209,-75.25023039999998,108
brew292,40.892724,-77.19487199999998,118
brew293,40.2799033,-75.215612,108
brew294,40.1322714,-75.51535009999998,108
brew295,40.478753600000005,-79.9681918,77
brew296,40.3259364,-75.9285568,5
brew297,41.626698700000006,-79.67362759999999,26
brew298,41.1394288,-79.67882080000003,26
brew299,40.1059867,-75.14726440000001,108
brew300,39.845906400000004,-77.2104442,5
brew301,39.8308131,-77.2303671,5
brew302,40.0945825,-75.1252351,108
brew303,39.952616000000006,-75.15944499999998,108
brew304,40.574321399999995,-77.63113880000002,118
brew305,40.429435,-79.809984,77
brew306,39.913211499999996,-75.341309,108
brew307,40.0464463,-75.40508990000001,108
brew308,40.3147721,-78.93598399999998,77
brew309,41.8385909,-79.15056380000001,26
brew312,39.738756099999996,-76.70014479999998,5
brew313,40.4544877,-79.9795165,77
brew314,40.33397739999999,-76.7891375,5
brew315,40.909810799999995,-78.2088747,118
brew316,40.3887895,-75.88702559999999,43
brew317,40.1855535,-75.45249299999998,108
brew318,40.602475399999996,-75.46201020000001,43
brew319,40.2460933,-75.6094296,108
brew320,39.96409329999999,-75.1414573,108
brew321,40.346565999999996,-75.0315892,108
brew322,40.2202907,-75.27939599999998,108
brew323,40.975489200000005,-76.6191011,118
brew324,39.9012015,-75.17197949999998,108
brew325,40.8284774,-75.7061879,43
brew326,40.304556299999994,-79.54677729999999,77
brew327,40.9695118,-76.87649499999998,118
brew328,40.0894974,-75.39281390000001,108
brew329,40.1870196,-75.53733670000001,108
brew330,40.2460933,-75.6094296,108
brew331,40.9139243,-77.78324640000001,118
brew332,40.157101000000004,-76.30551609999998,5
brew333,40.44615599999999,-79.99315,77
brew334,40.0742961,-75.4307698,108
brew335,40.109409899999996,-76.5037261,5
brew336,41.8239891,-71.4128343,61
brew337,41.7270802,-71.47030440000002,61
brew338,41.61607009999999,-71.4573475,61
brew339,41.5292861,-71.2724925,61
brew340,41.5695166,-71.5202252,61
brew341,41.822429,-71.416733,61
brew342,41.82554529999999,-71.41402679999999,61
brew343,41.4508794,-71.4973911,61
brew344,41.87269269999999,-71.407556,61
brew345,34.9197401,-82.2845935,21
brew346,33.56111509999999,-81.72226640000001,72
brew348,33.9805721,-81.2760991,72
brew349,34.7722495,-80.8329132,55
brew350,33.971621999999996,-81.0281887,72
brew351,34.86576229999999,-82.4160515,21
brew352,34.8530474,-82.3983521,21
brew353,34.8036045,-82.3496883,21
brew354,34.505618,-82.651961,21
brew355,32.78163380000001,-79.98524929999998,72
brew356,32.7931837,-79.93217,72
brew357,34.952436,-81.92953,21
brew358,32.873618199999996,-79.9720243,72
brew359,33.9923602,-81.0414309,72
brew360,32.882375,-79.97599699999998,72
brew361,34.8623427,-82.38575039999998,21
brew362,33.9703589,-81.02551740000001,72
brew363,34.0173159,-81.03932320000001,72
brew364,32.8628807,-79.90656949999999,72
brew365,34.928800200000005,-81.02783620000001,55
brew366,32.776474900000004,-79.93105120000001,72
brew367,32.8098884,-79.94738129999998,72
brew368,34.838569799999995,-82.40662090000001,21
brew369,32.716132699999996,-79.9684041,72
brew370,32.8022963,-80.11430809999999,72
brew371,32.816561,-79.950552,72
brew372,34.8501268,-82.39608950000002,21
brew373,32.8421308,-80.00237270000001,72
brew374,32.923931,-80.0763226,72
brew375,32.835467,-79.8757834,72
brew376,34.6824454,-82.51987729999999,21
brew377,34.1896956,-82.1637358,21
brew378,32.154734600000005,-80.76414969999998,72
brew379,32.853413399999994,-80.00235669999998,72
brew380,32.8454907,-79.8749211,72
brew381,33.997375500000004,-81.0314827,72
brew382,33.7130153,-78.92515569999998,32
brew383,34.907363000000004,-82.9715987,21
brew384,34.6854826,-82.94967259999999,21
brew385,33.9879411,-81.30569859999999,72
brew386,34.9302547,-81.02521540000001,55
brew387,34.8615234,-82.3973461,21
brew390,32.833811499999996,-79.9537326,72
brew391,32.7411971,-80.04151110000002,72
brew392,32.81812,-79.951104,72
brew393,35.052449700000004,-81.98853220000001,21
brew394,33.698044200000005,-78.88983359999999,32
brew395,33.0235276,-80.1716818,72
brew396,33.9773388,-81.22955350000001,72
brew397,32.8012109,-79.9458077,72
brew398,32.8516891,-80.0047146,72
brew399,35.0113157,-81.95613,21
brew400,34.846567,-82.34512559999999,21
brew401,33.4850316,-79.1003814,72
brew402,34.9486257,-81.935707,21
brew403,34.741465600000005,-82.257778,21
brew404,32.807076,-79.94501,72
brew405,32.3201374,-80.9382875,72
brew406,33.9727114,-81.0110748,72
brew407,32.2064257,-80.7058247,72
brew408,32.443157799999994,-80.6905548,72
brew409,32.6567147,-79.941327,72
brew411,34.499784999999996,-82.00720600000001,21
brew412,33.7995461,-78.74265809999999,32
brew413,32.778442600000005,-79.927534,72
brew414,34.838569799999995,-82.40662090000001,21
brew415,43.516191799999994,-96.4933922,74
brew416,42.8700883,-97.3950387,74
brew418,43.7665275,-103.59996329999998,23
brew419,43.541772200000004,-96.78911020000001,74
brew420,44.517602399999994,-103.8705463,23
brew421,44.0830657,-103.2440522,23
brew422,44.351093799999994,-103.7721615,23
brew423,45.4622255,-98.4884921,74
brew424,44.90298079999999,-97.1140866,74
brew425,44.3071505,-96.7982197,74
brew426,43.60830199999999,-96.707469,74
brew427,44.080909399999996,-103.2272823,23
brew428,43.549003000000006,-96.7219304,74
brew429,44.079632700000005,-103.2199574,23
brew430,43.40097720000001,-103.39671779999999,23
brew431,43.524422200000004,-96.7777583,74
brew432,44.08380770000001,-103.2422122,23
brew433,43.9485362,-103.52248929999999,23
brew434,43.7644317,-103.60489179999999,23
brew436,44.5127713,-103.8628954,23
brew437,43.945738399999996,-103.5273026,23
brew439,44.4149472,-103.5125447,23
brew440,44.900248100000006,-97.11185490000001,74
brew441,44.31039579999999,-96.7996745,74
brew442,43.54700769999999,-96.7272393,74
brew443,44.0379003,-103.1792753,23
brew444,43.7670019,-103.5985173,23
brew445,44.3044765,-96.7945998,74
brew446,43.929903100000004,-103.5760282,23
brew447,43.552282500000004,-96.7271975,74
brew448,35.931667,-84.015609,94
brew449,35.9529396,-83.96361519999998,94
brew450,35.9593972,-83.9035032,94
brew451,35.6174456,-87.0329505,69
brew452,35.966569,-83.92388299999998,94
brew453,36.14422879999999,-86.70411229999998,69
brew454,36.18099829999999,-86.7860011,69
brew455,35.092569,-85.30907770000002,14
brew456,35.0540016,-85.3103483,14
brew457,35.0724499,-85.2588261,14
brew458,35.687912100000005,-83.86677739999998,94
brew459,36.5273741,-87.35883539999998,69
brew460,36.1584426,-86.81020079999998,69
brew461,36.14759779999999,-86.76752169999997,69
brew462,35.1368906,-89.99063690000001,124
brew463,36.4508483,-86.53651819999997,69
brew464,36.1626638,-86.78160159999999,69
brew465,34.9893676,-84.37172199999998,94
brew466,35.944866999999995,-85.42124199999998,69
brew467,35.0360211,-85.3143891,14
brew468,36.2156441,-84.07613520000001,94
brew469,35.945341,-86.8214849,69
brew471,35.0372493,-85.30950190000001,14
brew472,35.974340600000005,-83.92230670000001,94
brew473,35.1521001,-90.01723419999998,124
brew474,36.1533602,-86.7742212,69
brew475,36.286013399999995,-82.4816848,21
brew476,35.965668900000004,-83.9181382,94
brew477,36.2051935,-86.76320369999998,69
brew478,35.9779027,-83.92376519999998,94
brew479,35.9904905,-83.9408395,94
brew480,35.9920652,-83.94267370000001,94
brew481,36.175707700000004,-86.7569182,69
brew482,36.180519399999994,-86.72654829999998,69
brew483,35.72668480000001,-83.4723138,94
brew484,35.974894299999995,-83.92041390000001,94
brew485,35.1249351,-90.05949100000001,124
brew486,35.1706515,-90.0437017,124
brew487,36.314859600000005,-82.35082609999998,21
brew488,36.3118422,-86.58832840000001,69
brew489,36.157888299999996,-86.84863089999997,69
brew490,35.063787899999994,-85.31208690000001,14
brew491,36.007504,-83.94783000000001,94
brew492,35.14135290000001,-90.0410031,124
brew494,36.5251745,-82.252873,21
brew495,36.1947441,-86.7883372,69
brew496,35.0440841,-85.30307909999998,14
brew497,36.1503769,-86.77945759999999,69
brew498,36.1453894,-85.52368539999998,69
brew499,36.3170946,-82.35023269999998,21
brew500,36.3116392,-82.35542439999998,21
brew501,36.1626638,-86.78160159999999,69
brew502,35.975921299999996,-83.91454870000001,94
brew503,36.1031718,-84.71417650000001,94
brew504,36.1743015,-86.77631699999998,69
brew505,35.894690999999995,-86.866376,69
brew506,35.8392456,-86.3990134,69
brew508,35.124988,-89.99021499999998,124
brew509,35.9556963,-86.66693219999998,69
brew510,35.493069899999995,-85.01292409999999,94
brew511,35.0373992,-85.31673169999998,14
brew512,36.1626638,-86.78160159999999,69
brew513,36.149127299999996,-86.7706252,69
brew514,35.0439592,-85.30429099999998,14
brew515,35.3610842,-86.19707059999998,69
brew516,35.8870826,-86.38423689999998,69
brew517,36.3320649,-88.2597947,69
brew518,35.969340100000004,-83.91824199999998,94
brew519,35.960439,-83.896688,94
brew520,35.1495343,-90.0489801,124
brew521,36.200272,-86.79932099999998,69
brew522,36.165238200000005,-85.50806429999999,69
brew523,36.161694399999995,-86.7747464,69
brew524,35.616762,-88.82005,124
brew525,35.9770878,-83.926082,94
brew526,36.5440839,-82.5613152,21
brew527,36.176528000000005,-86.75666199999998,69
brew529,36.188807399999995,-86.72879379999998,69
brew530,35.9173416,-86.4490926,69
brew531,36.5280155,-87.36017340000001,69
brew532,36.119929799999994,-86.9198973,69
brew533,36.1503753,-86.77623829999999,69
brew534,35.0364974,-85.3070594,14
brew535,36.525470399999996,-82.55975179999999,21
brew536,35.894690999999995,-86.866376,69
brew537,36.1437265,-86.7364314,69
brew538,36.0281659,-85.75897429999998,69
brew539,35.0402153,-85.3062704,14
brew540,36.1626638,-86.78160159999999,69
brew541,35.1470704,-89.96873230000001,124
brew542,36.1512527,-86.7820878,69
brew543,36.3146124,-82.3535385,21
brew544,35.9279848,-86.8680218,69
brew545,36.161694399999995,-86.7747464,69
brew546,35.7702655,-83.9590329,94
brew547,36.01041379999999,-83.9624852,94
brew548,36.160786,-86.774148,69
brew549,35.116342200000005,-85.27614759999999,14
brew550,35.017983,-85.32107490000001,14
brew551,35.9747704,-83.91462109999998,94
brew552,35.8373939,-83.5678017,94
brew553,35.9747704,-83.91462109999998,94
brew554,36.31320840000001,-82.35396229999998,21
brew555,36.1362941,-86.80135870000001,69
brew556,30.2234,-97.769736,68
brew557,29.951488300000005,-95.5186118,8
brew559,30.385108399999996,-97.7118427,68
brew560,29.5616219,-98.2401406,134
brew561,26.211900399999998,-98.3114105,114
brew562,29.749025699999997,-95.3557612,8
brew563,33.61732670000001,-96.6071231,42
brew564,32.4501321,-99.7346332,128
brew565,30.192544199999997,-98.0891079,68
brew567,29.4300193,-98.4770656,134
brew568,29.787507899999998,-97.9467937,134
brew569,30.225257,-98.797695,134
brew571,32.205649300000005,-95.8548154,42
brew572,30.245177500000004,-97.7688783,68
brew573,30.379681,-97.73021290000001,68
brew574,27.6795494,-97.38656390000001,114
brew575,30.340665,-95.5509065,8
brew576,29.773007500000002,-95.9506154,8
brew577,30.064483000000003,-95.264656,8
brew578,33.134792499999996,-95.60477270000001,91
brew579,29.7257338,-95.4137751,8
brew580,29.5434447,-95.2224671,8
brew581,29.741159000000003,-99.02815109999999,134
brew582,32.9026403,-96.5655359,42
brew583,30.192588,-98.08878809999999,68
brew584,31.5250697,-97.13098060000002,68
brew585,30.942821999999996,-97.536047,68
brew586,30.050585899999998,-99.1385891,134
brew587,30.012332699999998,-95.6030912,8
brew588,29.2863918,-94.7942638,8
brew589,30.347934999999996,-103.698,137
brew590,30.2561606,-95.82983979999999,8
brew591,31.56445889999999,-97.12428670000001,68
brew592,32.8445162,-97.20190090000001,42
brew593,29.6913564,-97.90527890000001,134
brew594,29.7759957,-95.4160868,8
brew595,30.705575399999997,-97.8708988,68
brew596,29.4988145,-98.5557285,134
brew597,29.289599,-98.254299,134
brew598,30.533352700000002,-96.6936515,68
brew599,29.883603000000004,-97.6720428,68
brew600,32.3231117,-96.2070302,42
brew601,32.820018,-96.8330721,42
brew602,30.379808399999998,-97.7159575,68
brew603,33.6618979,-96.5994877,42
brew604,30.265073699999995,-97.7372741,68
brew605,29.7900919,-98.73007120000001,134
brew606,30.391294300000002,-97.7154485,68
brew607,29.856548999999998,-95.334676,8
brew608,32.791484000000004,-96.81609040000001,42
brew609,30.316467100000004,-95.4626034,8
brew610,30.134529999999998,-94.266735,8
brew612,29.5028253,-95.044306,8
brew613,30.364192,-95.69641,8
brew614,32.9558307,-95.289527,91
brew615,31.7552825,-106.4925729,62
brew616,32.780772,-96.78169399999999,42
brew617,33.2162125,-97.1311845,42
brew618,32.56434960000001,-97.1422056,42
brew619,32.7361455,-97.10207109999999,42
brew620,29.789782000000002,-98.7259422,134
brew621,30.5711354,-98.2768144,68
brew622,30.31104999999999,-97.7428798,68
brew623,31.9802505,-102.0949295,79
brew624,31.762215100000002,-106.48140249999999,62
brew625,31.400975,-100.088818,128
brew626,32.3488403,-95.3009801,91
brew627,29.801831300000003,-95.416249,8
brew628,32.8382958,-97.2098234,42
brew629,30.292163000000002,-98.077812,68
brew630,29.396218400000002,-95.1895233,8
brew631,30.0964753,-95.6160905,8
brew633,30.402094399999996,-97.6284098,68
brew634,32.730350699999995,-97.3352421,42
brew635,30.067400699999997,-95.458574,8
brew636,32.9592249,-96.7260584,42
brew637,32.779326399999995,-96.8306523,42
brew638,33.213417,-96.609066,42
brew639,30.272665999999997,-98.8695763,134
brew640,31.6034762,-94.651833,91
brew641,29.601595899999996,-98.5613288,134
brew642,30.2634656,-97.6959036,68
brew643,30.339374199999998,-97.8633597,68
brew645,29.48548199999999,-95.047111,8
brew646,29.483716499999996,-95.0077232,8
brew647,29.2556385,-94.84915490000002,8
brew648,29.4241219,-98.4936282,134
brew649,28.693364000000003,-97.397999,114
brew650,30.350482500000002,-97.7303296,68
brew651,33.004657300000005,-96.585471,42
brew652,29.4242113,-95.2438761,8
brew653,32.9326086,-97.0748453,42
brew654,29.821852000000003,-95.4222857,8
brew655,29.684974600000004,-98.1638718,134
brew656,30.263508299999998,-97.7346683,68
brew657,30.5148592,-97.8770336,68
brew658,32.9127375,-96.44047950000001,42
brew659,30.226646000000002,-97.6803143,68
brew660,29.4056423,-98.502191,134
brew661,29.7711452,-95.3808539,8
brew663,32.7415838,-97.32469559999998,42
brew664,30.258448100000003,-97.7118851,68
brew665,31.647648800000002,-100.04774499999999,128
brew666,29.9446886,-96.1774776,8
brew667,32.8638239,-96.8989921,42
brew669,30.4068376,-97.925942,68
brew670,29.974748100000003,-95.2639138,8
brew671,32.9136162,-96.6370685,42
brew672,33.7550725,-96.53783309999999,42
brew673,31.761231899999995,-106.48499950000001,62
brew674,30.230680300000003,-97.9990985,68
brew675,39.0979237,-94.5925283,63
brew676,29.8057859,-95.4603347,8
brew677,29.9202539,-95.5840876,8
brew678,33.625202200000004,-97.1476327,42
brew679,29.40485529999999,-98.5000684,134
brew680,30.267153000000004,-97.7430608,68
brew681,32.8899554,-96.6808953,42
brew682,30.235887599999998,-98.0105991,68
brew683,30.261725800000004,-97.722003,68
brew685,32.7381854,-97.10254640000001,42
brew686,30.254306099999997,-97.7056538,68
brew687,30.208973600000004,-95.7513356,8
brew688,35.1430825,-101.88207170000001,79
brew689,27.6743037,-97.2792692,114
brew691,32.808290899999996,-96.79734350000001,42
brew692,32.763656,-97.30983,42
brew693,30.0649718,-95.226586,8
brew694,29.930884000000002,-98.0716897,134
brew695,29.7542973,-95.34092059999999,8
brew696,29.4241219,-98.4936282,134
brew697,29.616067100000002,-95.5577221,8
brew698,29.991834000000004,-93.958538,8
brew699,29.703062899999995,-98.1268155,134
brew700,32.7131469,-97.1608935,42
brew701,30.5649463,-96.35009090000001,8
brew702,33.09291760000001,-96.672756,42
brew703,29.78660499999999,-95.8156293,8
brew704,32.8030689,-96.8414723,42
brew705,33.6688444,-96.6041635,42
brew706,30.391143300000003,-97.7384026,68
brew707,32.7326602,-96.8388687,42
brew708,32.8901451,-96.7045777,42
brew709,30.405663099999998,-97.8740733,68
brew711,31.782089799999998,-106.5067607,62
brew712,32.4954697,-94.74033859999999,91
brew713,33.0439434,-96.9931122,42
brew714,32.8109798,-96.7314199,42
