,1_star_count,2_star_count,3_star_count,4_star_count,5_star_count,Fri,Mon,Sat,Sun,Thu,Tue,Wed,category,city,claimed_status,health_rating,moreInfoVal,moreInfoVar,name,price_range,rating,ratings,reviews,street
,0,1,1,3,7,4:00 pm - 9:00 pm,Closed,4:00 pm - 9:00 pm,12:00 pm - 5:00 pm,4:00 pm - 9:00 pm,Closed,4:00 pm - 9:00 pm,Breweries,Yakima,Claimed,,No,Caters,Berchman's Brewing Company,Inexpensive,,4.5,12 reviews,25 N Front St Ste 2
,0,1,1,3,7,4:00 pm - 9:00 pm,Closed,4:00 pm - 9:00 pm,12:00 pm - 5:00 pm,4:00 pm - 9:00 pm,Closed,4:00 pm - 9:00 pm,Breweries,Yakima,Claimed,,Yes,Gender Neutral Restrooms,Berchman's Brewing Company,Inexpensive,,4.5,12 reviews,25 N Front St Ste 2
,,,,,,,,,,,,,,Mead,,,NA,NA,Big Barn Brewing Co / Bodacious Berries Fruits and Brews,,NA,,NA,16004 N Applewood Ln
,,,,,,,,,,,,,,Tacoma,,,NA,NA,Black Fleet Brewing,,NA,,NA,
,,,,,,,,,,,,,,Lake Stevens,,,NA,NA,BrewBakers Brewery,,NA,,NA,11927 84th St NE
,,,,,,,,,,,,,,Mead,,,NA,NA,Brewery in Planning - Mead,,NA,,NA,
,,,,,,,,,,,,,,Olympia,,,NA,NA,Brewery in Planning - Olympia,,NA,,NA,
,,,,,,,,,,,,,,Renton,,,NA,NA,"Brewery in Planning - Renton, WA",,NA,,NA,
,,,,,,,,,,,,,,Seattle,,,NA,NA,Brewery in Planning - Seattle,,NA,,NA,
,,,,,,,,,,,,,,Seattle,,,NA,NA,Brewery In Planning - Seattle,,NA,,NA,
,,,,,,,,,,,,,,Edmonds,,,NA,NA,Brewery In Planning - Spokane,,NA,,NA,
,,,,,,,,,,,,,,Battle Ground,,,NA,NA,"Brewery In Planning- Battle Ground, WA.",,NA,,NA,
,,,,,,,,,,,,,,Naches,,,NA,NA,Bron Yr Aur Brewing,,NA,,NA,12160 US Highway 12
,0,0,1,12,26,12:00 pm - 10:00 pm,2:00 pm - 9:00 pm,12:00 pm - 10:00 pm,1:00 pm - 8:00 pm,2:00 pm - 9:00 pm,"2:00 pm - 9:00 pm
        
                Closed now",2:00 pm - 9:00 pm,Breweries,Everett,Claimed,,No,Take-out,At Large Brewing,Moderate,,4.5,39 reviews,2730 W Marine View Dr
,0,0,1,12,26,12:00 pm - 10:00 pm,2:00 pm - 9:00 pm,12:00 pm - 10:00 pm,1:00 pm - 8:00 pm,2:00 pm - 9:00 pm,"2:00 pm - 9:00 pm
        
                Closed now",2:00 pm - 9:00 pm,Breweries,Everett,Claimed,,Yes,Accepts Credit Cards,At Large Brewing,Moderate,,4.5,39 reviews,2730 W Marine View Dr
,0,0,1,12,26,12:00 pm - 10:00 pm,2:00 pm - 9:00 pm,12:00 pm - 10:00 pm,1:00 pm - 8:00 pm,2:00 pm - 9:00 pm,"2:00 pm - 9:00 pm
        
                Closed now",2:00 pm - 9:00 pm,Breweries,Everett,Claimed,,Yes,Accepts Apple Pay,At Large Brewing,Moderate,,4.5,39 reviews,2730 W Marine View Dr
,0,0,1,12,26,12:00 pm - 10:00 pm,2:00 pm - 9:00 pm,12:00 pm - 10:00 pm,1:00 pm - 8:00 pm,2:00 pm - 9:00 pm,"2:00 pm - 9:00 pm
        
                Closed now",2:00 pm - 9:00 pm,Breweries,Everett,Claimed,,No,Accepts Google Pay,At Large Brewing,Moderate,,4.5,39 reviews,2730 W Marine View Dr
,0,0,1,12,26,12:00 pm - 10:00 pm,2:00 pm - 9:00 pm,12:00 pm - 10:00 pm,1:00 pm - 8:00 pm,2:00 pm - 9:00 pm,"2:00 pm - 9:00 pm
        
                Closed now",2:00 pm - 9:00 pm,Breweries,Everett,Claimed,,"Street, Private Lot",Parking,At Large Brewing,Moderate,,4.5,39 reviews,2730 W Marine View Dr
,0,0,1,12,26,12:00 pm - 10:00 pm,2:00 pm - 9:00 pm,12:00 pm - 10:00 pm,1:00 pm - 8:00 pm,2:00 pm - 9:00 pm,"2:00 pm - 9:00 pm
        
                Closed now",2:00 pm - 9:00 pm,Breweries,Everett,Claimed,,Yes,Bike Parking,At Large Brewing,Moderate,,4.5,39 reviews,2730 W Marine View Dr
,0,0,1,12,26,12:00 pm - 10:00 pm,2:00 pm - 9:00 pm,12:00 pm - 10:00 pm,1:00 pm - 8:00 pm,2:00 pm - 9:00 pm,"2:00 pm - 9:00 pm
        
                Closed now",2:00 pm - 9:00 pm,Breweries,Everett,Claimed,,Yes,Wheelchair Accessible,At Large Brewing,Moderate,,4.5,39 reviews,2730 W Marine View Dr
,0,0,1,12,26,12:00 pm - 10:00 pm,2:00 pm - 9:00 pm,12:00 pm - 10:00 pm,1:00 pm - 8:00 pm,2:00 pm - 9:00 pm,"2:00 pm - 9:00 pm
        
                Closed now",2:00 pm - 9:00 pm,Breweries,Everett,Claimed,,Yes,Good for Kids,At Large Brewing,Moderate,,4.5,39 reviews,2730 W Marine View Dr
,0,0,1,12,26,12:00 pm - 10:00 pm,2:00 pm - 9:00 pm,12:00 pm - 10:00 pm,1:00 pm - 8:00 pm,2:00 pm - 9:00 pm,"2:00 pm - 9:00 pm
        
                Closed now",2:00 pm - 9:00 pm,Breweries,Everett,Claimed,,Average,Noise Level,At Large Brewing,Moderate,,4.5,39 reviews,2730 W Marine View Dr
,0,0,1,12,26,12:00 pm - 10:00 pm,2:00 pm - 9:00 pm,12:00 pm - 10:00 pm,1:00 pm - 8:00 pm,2:00 pm - 9:00 pm,"2:00 pm - 9:00 pm
        
                Closed now",2:00 pm - 9:00 pm,Breweries,Everett,Claimed,,No,Good For Happy Hour,At Large Brewing,Moderate,,4.5,39 reviews,2730 W Marine View Dr
,0,0,1,12,26,12:00 pm - 10:00 pm,2:00 pm - 9:00 pm,12:00 pm - 10:00 pm,1:00 pm - 8:00 pm,2:00 pm - 9:00 pm,"2:00 pm - 9:00 pm
        
                Closed now",2:00 pm - 9:00 pm,Breweries,Everett,Claimed,,Yes,Dogs Allowed,At Large Brewing,Moderate,,4.5,39 reviews,2730 W Marine View Dr
,0,0,1,12,26,12:00 pm - 10:00 pm,2:00 pm - 9:00 pm,12:00 pm - 10:00 pm,1:00 pm - 8:00 pm,2:00 pm - 9:00 pm,"2:00 pm - 9:00 pm
        
                Closed now",2:00 pm - 9:00 pm,Breweries,Everett,Claimed,,No,Caters,At Large Brewing,Moderate,,4.5,39 reviews,2730 W Marine View Dr
,0,0,1,12,26,12:00 pm - 10:00 pm,2:00 pm - 9:00 pm,12:00 pm - 10:00 pm,1:00 pm - 8:00 pm,2:00 pm - 9:00 pm,"2:00 pm - 9:00 pm
        
                Closed now",2:00 pm - 9:00 pm,Breweries,Everett,Claimed,,Yes,Gender Neutral Restrooms,At Large Brewing,Moderate,,4.5,39 reviews,2730 W Marine View Dr
,,,,,,,,,,,,,,Richland,,,NA,NA,Atomic Ale Brewpub and Eatery,,NA,,NA,1015 Lee Blvd
,,,,,,,,,,,,,,Blaine,,,NA,NA,Atwood Ales,,NA,,NA,4012 Sweet Rd
,,,,,,,,,,,,,,Carson,,,NA,NA,Backwoods Brewing Company - Production Only,,NA,,NA,1162 B Wind River Hwy
,0,0,0,2,3,2:00 pm - 10:30 pm,2:00 pm - 9:30 pm,2:00 pm - 10:30 pm,1:00 pm - 7:00 pm,2:00 pm - 9:30 pm,"2:00 pm - 9:30 pm
        
                Closed now",2:00 pm - 9:30 pm,Brewpubs,Bremerton,Claimed,,No,Take-out,Bad Bulldogs Brewery,,,4.5,5 reviews,941 N Callow Ave
,,,,,,,,,,,,,,Spokane Valley,,,NA,NA,Badass Backyard Brewing,,NA,,NA,1415 N Argonne Rd
,2,0,6,7,12,2:00 pm - 10:00 pm,Closed,2:00 pm - 10:00 pm,Closed,2:00 pm - 9:00 pm,"2:00 pm - 9:00 pm
        
                Closed now",2:00 pm - 9:00 pm,Breweries,Wenatchee,Claimed,,Yes,Take-out,Badger Mountain Brewing,Moderate,,4.0,27 reviews,1 Orondo Ave
,2,0,6,7,12,2:00 pm - 10:00 pm,Closed,2:00 pm - 10:00 pm,Closed,2:00 pm - 9:00 pm,"2:00 pm - 9:00 pm
        
                Closed now",2:00 pm - 9:00 pm,Breweries,Wenatchee,Claimed,,Yes,Accepts Credit Cards,Badger Mountain Brewing,Moderate,,4.0,27 reviews,1 Orondo Ave
,2,0,6,7,12,2:00 pm - 10:00 pm,Closed,2:00 pm - 10:00 pm,Closed,2:00 pm - 9:00 pm,"2:00 pm - 9:00 pm
        
                Closed now",2:00 pm - 9:00 pm,Breweries,Wenatchee,Claimed,,No,Accepts Apple Pay,Badger Mountain Brewing,Moderate,,4.0,27 reviews,1 Orondo Ave
,2,0,6,7,12,2:00 pm - 10:00 pm,Closed,2:00 pm - 10:00 pm,Closed,2:00 pm - 9:00 pm,"2:00 pm - 9:00 pm
        
                Closed now",2:00 pm - 9:00 pm,Breweries,Wenatchee,Claimed,,No,Accepts Google Pay,Badger Mountain Brewing,Moderate,,4.0,27 reviews,1 Orondo Ave
,2,0,6,7,12,2:00 pm - 10:00 pm,Closed,2:00 pm - 10:00 pm,Closed,2:00 pm - 9:00 pm,"2:00 pm - 9:00 pm
        
                Closed now",2:00 pm - 9:00 pm,Breweries,Wenatchee,Claimed,,"Street, Private Lot",Parking,Badger Mountain Brewing,Moderate,,4.0,27 reviews,1 Orondo Ave
,2,0,6,7,12,2:00 pm - 10:00 pm,Closed,2:00 pm - 10:00 pm,Closed,2:00 pm - 9:00 pm,"2:00 pm - 9:00 pm
        
                Closed now",2:00 pm - 9:00 pm,Breweries,Wenatchee,Claimed,,Yes,Bike Parking,Badger Mountain Brewing,Moderate,,4.0,27 reviews,1 Orondo Ave
,2,0,6,7,12,2:00 pm - 10:00 pm,Closed,2:00 pm - 10:00 pm,Closed,2:00 pm - 9:00 pm,"2:00 pm - 9:00 pm
        
                Closed now",2:00 pm - 9:00 pm,Breweries,Wenatchee,Claimed,,Yes,Wheelchair Accessible,Badger Mountain Brewing,Moderate,,4.0,27 reviews,1 Orondo Ave
,2,0,6,7,12,2:00 pm - 10:00 pm,Closed,2:00 pm - 10:00 pm,Closed,2:00 pm - 9:00 pm,"2:00 pm - 9:00 pm
        
                Closed now",2:00 pm - 9:00 pm,Breweries,Wenatchee,Claimed,,No,Good for Kids,Badger Mountain Brewing,Moderate,,4.0,27 reviews,1 Orondo Ave
,2,0,6,7,12,2:00 pm - 10:00 pm,Closed,2:00 pm - 10:00 pm,Closed,2:00 pm - 9:00 pm,"2:00 pm - 9:00 pm
        
                Closed now",2:00 pm - 9:00 pm,Breweries,Wenatchee,Claimed,,Average,Noise Level,Badger Mountain Brewing,Moderate,,4.0,27 reviews,1 Orondo Ave
,2,0,6,7,12,2:00 pm - 10:00 pm,Closed,2:00 pm - 10:00 pm,Closed,2:00 pm - 9:00 pm,"2:00 pm - 9:00 pm
        
                Closed now",2:00 pm - 9:00 pm,Breweries,Wenatchee,Claimed,,No,Dogs Allowed,Badger Mountain Brewing,Moderate,,4.0,27 reviews,1 Orondo Ave
,2,0,6,7,12,2:00 pm - 10:00 pm,Closed,2:00 pm - 10:00 pm,Closed,2:00 pm - 9:00 pm,"2:00 pm - 9:00 pm
        
                Closed now",2:00 pm - 9:00 pm,Breweries,Wenatchee,Claimed,,No,Caters,Badger Mountain Brewing,Moderate,,4.0,27 reviews,1 Orondo Ave
,2,2,1,7,24,2:00 pm - 8:00 pm,2:00 pm - 8:00 pm,12:00 pm - 8:00 pm,12:00 pm - 6:00 pm,2:00 pm - 8:00 pm,Closed,2:00 pm - 8:00 pm,"Breweries,Beer Bar",Port Angeles,Claimed,,No,Takes Reservations,Barhop Brewing,Moderate,,4.5,36 reviews,124 W Railroad Ave
,2,2,1,7,24,2:00 pm - 8:00 pm,2:00 pm - 8:00 pm,12:00 pm - 8:00 pm,12:00 pm - 6:00 pm,2:00 pm - 8:00 pm,Closed,2:00 pm - 8:00 pm,"Breweries,Beer Bar",Port Angeles,Claimed,,No,Take-out,Barhop Brewing,Moderate,,4.5,36 reviews,124 W Railroad Ave
,2,2,1,7,24,2:00 pm - 8:00 pm,2:00 pm - 8:00 pm,12:00 pm - 8:00 pm,12:00 pm - 6:00 pm,2:00 pm - 8:00 pm,Closed,2:00 pm - 8:00 pm,"Breweries,Beer Bar",Port Angeles,Claimed,,Yes,Accepts Credit Cards,Barhop Brewing,Moderate,,4.5,36 reviews,124 W Railroad Ave
,2,2,1,7,24,2:00 pm - 8:00 pm,2:00 pm - 8:00 pm,12:00 pm - 8:00 pm,12:00 pm - 6:00 pm,2:00 pm - 8:00 pm,Closed,2:00 pm - 8:00 pm,"Breweries,Beer Bar",Port Angeles,Claimed,,No,Accepts Apple Pay,Barhop Brewing,Moderate,,4.5,36 reviews,124 W Railroad Ave
,2,2,1,7,24,2:00 pm - 8:00 pm,2:00 pm - 8:00 pm,12:00 pm - 8:00 pm,12:00 pm - 6:00 pm,2:00 pm - 8:00 pm,Closed,2:00 pm - 8:00 pm,"Breweries,Beer Bar",Port Angeles,Claimed,,No,Accepts Google Pay,Barhop Brewing,Moderate,,4.5,36 reviews,124 W Railroad Ave
,2,2,1,7,24,2:00 pm - 8:00 pm,2:00 pm - 8:00 pm,12:00 pm - 8:00 pm,12:00 pm - 6:00 pm,2:00 pm - 8:00 pm,Closed,2:00 pm - 8:00 pm,"Breweries,Beer Bar",Port Angeles,Claimed,,No,Accepts Cryptocurrency,Barhop Brewing,Moderate,,4.5,36 reviews,124 W Railroad Ave
,2,2,1,7,24,2:00 pm - 8:00 pm,2:00 pm - 8:00 pm,12:00 pm - 8:00 pm,12:00 pm - 6:00 pm,2:00 pm - 8:00 pm,Closed,2:00 pm - 8:00 pm,"Breweries,Beer Bar",Port Angeles,Claimed,,"Street, Private Lot",Parking,Barhop Brewing,Moderate,,4.5,36 reviews,124 W Railroad Ave
,2,2,1,7,24,2:00 pm - 8:00 pm,2:00 pm - 8:00 pm,12:00 pm - 8:00 pm,12:00 pm - 6:00 pm,2:00 pm - 8:00 pm,Closed,2:00 pm - 8:00 pm,"Breweries,Beer Bar",Port Angeles,Claimed,,Yes,Bike Parking,Barhop Brewing,Moderate,,4.5,36 reviews,124 W Railroad Ave
,2,2,1,7,24,2:00 pm - 8:00 pm,2:00 pm - 8:00 pm,12:00 pm - 8:00 pm,12:00 pm - 6:00 pm,2:00 pm - 8:00 pm,Closed,2:00 pm - 8:00 pm,"Breweries,Beer Bar",Port Angeles,Claimed,,Yes,Wheelchair Accessible,Barhop Brewing,Moderate,,4.5,36 reviews,124 W Railroad Ave
,2,2,1,7,24,2:00 pm - 8:00 pm,2:00 pm - 8:00 pm,12:00 pm - 8:00 pm,12:00 pm - 6:00 pm,2:00 pm - 8:00 pm,Closed,2:00 pm - 8:00 pm,"Breweries,Beer Bar",Port Angeles,Claimed,,Yes,Good for Groups,Barhop Brewing,Moderate,,4.5,36 reviews,124 W Railroad Ave
,2,2,1,7,24,2:00 pm - 8:00 pm,2:00 pm - 8:00 pm,12:00 pm - 8:00 pm,12:00 pm - 6:00 pm,2:00 pm - 8:00 pm,Closed,2:00 pm - 8:00 pm,"Breweries,Beer Bar",Port Angeles,Claimed,,No,Good For Dancing,Barhop Brewing,Moderate,,4.5,36 reviews,124 W Railroad Ave
,2,2,1,7,24,2:00 pm - 8:00 pm,2:00 pm - 8:00 pm,12:00 pm - 8:00 pm,12:00 pm - 6:00 pm,2:00 pm - 8:00 pm,Closed,2:00 pm - 8:00 pm,"Breweries,Beer Bar",Port Angeles,Claimed,,Beer & Wine Only,Alcohol,Barhop Brewing,Moderate,,4.5,36 reviews,124 W Railroad Ave
,2,2,1,7,24,2:00 pm - 8:00 pm,2:00 pm - 8:00 pm,12:00 pm - 8:00 pm,12:00 pm - 6:00 pm,2:00 pm - 8:00 pm,Closed,2:00 pm - 8:00 pm,"Breweries,Beer Bar",Port Angeles,Claimed,,Yes,Good For Happy Hour,Barhop Brewing,Moderate,,4.5,36 reviews,124 W Railroad Ave
,2,2,1,7,24,2:00 pm - 8:00 pm,2:00 pm - 8:00 pm,12:00 pm - 8:00 pm,12:00 pm - 6:00 pm,2:00 pm - 8:00 pm,Closed,2:00 pm - 8:00 pm,"Breweries,Beer Bar",Port Angeles,Claimed,,No,Coat Check,Barhop Brewing,Moderate,,4.5,36 reviews,124 W Railroad Ave
,2,2,1,7,24,2:00 pm - 8:00 pm,2:00 pm - 8:00 pm,12:00 pm - 8:00 pm,12:00 pm - 6:00 pm,2:00 pm - 8:00 pm,Closed,2:00 pm - 8:00 pm,"Breweries,Beer Bar",Port Angeles,Claimed,,No,Smoking,Barhop Brewing,Moderate,,4.5,36 reviews,124 W Railroad Ave
,2,2,1,7,24,2:00 pm - 8:00 pm,2:00 pm - 8:00 pm,12:00 pm - 8:00 pm,12:00 pm - 6:00 pm,2:00 pm - 8:00 pm,Closed,2:00 pm - 8:00 pm,"Breweries,Beer Bar",Port Angeles,Claimed,,Yes,Outdoor Seating,Barhop Brewing,Moderate,,4.5,36 reviews,124 W Railroad Ave
,2,2,1,7,24,2:00 pm - 8:00 pm,2:00 pm - 8:00 pm,12:00 pm - 8:00 pm,12:00 pm - 6:00 pm,2:00 pm - 8:00 pm,Closed,2:00 pm - 8:00 pm,"Breweries,Beer Bar",Port Angeles,Claimed,,Free,Wi-Fi,Barhop Brewing,Moderate,,4.5,36 reviews,124 W Railroad Ave
,2,2,1,7,24,2:00 pm - 8:00 pm,2:00 pm - 8:00 pm,12:00 pm - 8:00 pm,12:00 pm - 6:00 pm,2:00 pm - 8:00 pm,Closed,2:00 pm - 8:00 pm,"Breweries,Beer Bar",Port Angeles,Claimed,,No,Has TV,Barhop Brewing,Moderate,,4.5,36 reviews,124 W Railroad Ave
,2,2,1,7,24,2:00 pm - 8:00 pm,2:00 pm - 8:00 pm,12:00 pm - 8:00 pm,12:00 pm - 6:00 pm,2:00 pm - 8:00 pm,Closed,2:00 pm - 8:00 pm,"Breweries,Beer Bar",Port Angeles,Claimed,,Yes,Dogs Allowed,Barhop Brewing,Moderate,,4.5,36 reviews,124 W Railroad Ave
,2,2,1,7,24,2:00 pm - 8:00 pm,2:00 pm - 8:00 pm,12:00 pm - 8:00 pm,12:00 pm - 6:00 pm,2:00 pm - 8:00 pm,Closed,2:00 pm - 8:00 pm,"Breweries,Beer Bar",Port Angeles,Claimed,,No,Caters,Barhop Brewing,Moderate,,4.5,36 reviews,124 W Railroad Ave
,3,4,7,17,55,11:30 am - 10:00 pm,11:30 am - 8:00 pm,11:30 am - 10:00 pm,11:30 am - 8:00 pm,11:30 am - 9:00 pm,"11:30 am - 8:00 pm
        
                Closed now",11:30 am - 9:00 pm,Brewpubs,Anacortes,Claimed,,Yes,Take-out,Bastion Brewing Company,Moderate,,4.5,86 reviews,12529 Christianson Rd
,3,4,7,17,55,11:30 am - 10:00 pm,11:30 am - 8:00 pm,11:30 am - 10:00 pm,11:30 am - 8:00 pm,11:30 am - 9:00 pm,"11:30 am - 8:00 pm
        
                Closed now",11:30 am - 9:00 pm,Brewpubs,Anacortes,Claimed,,Yes,Accepts Credit Cards,Bastion Brewing Company,Moderate,,4.5,86 reviews,12529 Christianson Rd
,3,4,7,17,55,11:30 am - 10:00 pm,11:30 am - 8:00 pm,11:30 am - 10:00 pm,11:30 am - 8:00 pm,11:30 am - 9:00 pm,"11:30 am - 8:00 pm
        
                Closed now",11:30 am - 9:00 pm,Brewpubs,Anacortes,Claimed,,No,Accepts Apple Pay,Bastion Brewing Company,Moderate,,4.5,86 reviews,12529 Christianson Rd
,3,4,7,17,55,11:30 am - 10:00 pm,11:30 am - 8:00 pm,11:30 am - 10:00 pm,11:30 am - 8:00 pm,11:30 am - 9:00 pm,"11:30 am - 8:00 pm
        
                Closed now",11:30 am - 9:00 pm,Brewpubs,Anacortes,Claimed,,No,Accepts Google Pay,Bastion Brewing Company,Moderate,,4.5,86 reviews,12529 Christianson Rd
,3,4,7,17,55,11:30 am - 10:00 pm,11:30 am - 8:00 pm,11:30 am - 10:00 pm,11:30 am - 8:00 pm,11:30 am - 9:00 pm,"11:30 am - 8:00 pm
        
                Closed now",11:30 am - 9:00 pm,Brewpubs,Anacortes,Claimed,,No,Accepts Cryptocurrency,Bastion Brewing Company,Moderate,,4.5,86 reviews,12529 Christianson Rd
,3,4,7,17,55,11:30 am - 10:00 pm,11:30 am - 8:00 pm,11:30 am - 10:00 pm,11:30 am - 8:00 pm,11:30 am - 9:00 pm,"11:30 am - 8:00 pm
        
                Closed now",11:30 am - 9:00 pm,Brewpubs,Anacortes,Claimed,,"Street, Private Lot",Parking,Bastion Brewing Company,Moderate,,4.5,86 reviews,12529 Christianson Rd
,3,4,7,17,55,11:30 am - 10:00 pm,11:30 am - 8:00 pm,11:30 am - 10:00 pm,11:30 am - 8:00 pm,11:30 am - 9:00 pm,"11:30 am - 8:00 pm
        
                Closed now",11:30 am - 9:00 pm,Brewpubs,Anacortes,Claimed,,Yes,Bike Parking,Bastion Brewing Company,Moderate,,4.5,86 reviews,12529 Christianson Rd
,3,4,7,17,55,11:30 am - 10:00 pm,11:30 am - 8:00 pm,11:30 am - 10:00 pm,11:30 am - 8:00 pm,11:30 am - 9:00 pm,"11:30 am - 8:00 pm
        
                Closed now",11:30 am - 9:00 pm,Brewpubs,Anacortes,Claimed,,Yes,Wheelchair Accessible,Bastion Brewing Company,Moderate,,4.5,86 reviews,12529 Christianson Rd
,3,4,7,17,55,11:30 am - 10:00 pm,11:30 am - 8:00 pm,11:30 am - 10:00 pm,11:30 am - 8:00 pm,11:30 am - 9:00 pm,"11:30 am - 8:00 pm
        
                Closed now",11:30 am - 9:00 pm,Brewpubs,Anacortes,Claimed,,Yes,Good for Kids,Bastion Brewing Company,Moderate,,4.5,86 reviews,12529 Christianson Rd
,3,4,7,17,55,11:30 am - 10:00 pm,11:30 am - 8:00 pm,11:30 am - 10:00 pm,11:30 am - 8:00 pm,11:30 am - 9:00 pm,"11:30 am - 8:00 pm
        
                Closed now",11:30 am - 9:00 pm,Brewpubs,Anacortes,Claimed,,Average,Noise Level,Bastion Brewing Company,Moderate,,4.5,86 reviews,12529 Christianson Rd
,3,4,7,17,55,11:30 am - 10:00 pm,11:30 am - 8:00 pm,11:30 am - 10:00 pm,11:30 am - 8:00 pm,11:30 am - 9:00 pm,"11:30 am - 8:00 pm
        
                Closed now",11:30 am - 9:00 pm,Brewpubs,Anacortes,Claimed,,Yes,Dogs Allowed,Bastion Brewing Company,Moderate,,4.5,86 reviews,12529 Christianson Rd
,3,4,7,17,55,11:30 am - 10:00 pm,11:30 am - 8:00 pm,11:30 am - 10:00 pm,11:30 am - 8:00 pm,11:30 am - 9:00 pm,"11:30 am - 8:00 pm
        
                Closed now",11:30 am - 9:00 pm,Brewpubs,Anacortes,Claimed,,No,Caters,Bastion Brewing Company,Moderate,,4.5,86 reviews,12529 Christianson Rd
,3,4,7,17,55,11:30 am - 10:00 pm,11:30 am - 8:00 pm,11:30 am - 10:00 pm,11:30 am - 8:00 pm,11:30 am - 9:00 pm,"11:30 am - 8:00 pm
        
                Closed now",11:30 am - 9:00 pm,Brewpubs,Anacortes,Claimed,,Yes,Offers Military Discount,Bastion Brewing Company,Moderate,,4.5,86 reviews,12529 Christianson Rd
,31,83,119,162,185,11:30 am - 12:00 am,3:00 pm - 10:00 pm,9:00 am - 12:00 am,9:00 am - 10:00 pm,11:30 am - 11:00 pm,"3:00 pm - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,American (Traditional),Pizza",Bothell,Claimed,,Yes,Takes Reservations,Beardslee Public House,$11-30,,3.5,580 reviews,19116 Beardslee Blvd Ste 201
,31,83,119,162,185,11:30 am - 12:00 am,3:00 pm - 10:00 pm,9:00 am - 12:00 am,9:00 am - 10:00 pm,11:30 am - 11:00 pm,"3:00 pm - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,American (Traditional),Pizza",Bothell,Claimed,,No,Delivery,Beardslee Public House,$11-30,,3.5,580 reviews,19116 Beardslee Blvd Ste 201
,31,83,119,162,185,11:30 am - 12:00 am,3:00 pm - 10:00 pm,9:00 am - 12:00 am,9:00 am - 10:00 pm,11:30 am - 11:00 pm,"3:00 pm - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,American (Traditional),Pizza",Bothell,Claimed,,Yes,Take-out,Beardslee Public House,$11-30,,3.5,580 reviews,19116 Beardslee Blvd Ste 201
,31,83,119,162,185,11:30 am - 12:00 am,3:00 pm - 10:00 pm,9:00 am - 12:00 am,9:00 am - 10:00 pm,11:30 am - 11:00 pm,"3:00 pm - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,American (Traditional),Pizza",Bothell,Claimed,,Yes,Accepts Credit Cards,Beardslee Public House,$11-30,,3.5,580 reviews,19116 Beardslee Blvd Ste 201
,31,83,119,162,185,11:30 am - 12:00 am,3:00 pm - 10:00 pm,9:00 am - 12:00 am,9:00 am - 10:00 pm,11:30 am - 11:00 pm,"3:00 pm - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,American (Traditional),Pizza",Bothell,Claimed,,No,Accepts Apple Pay,Beardslee Public House,$11-30,,3.5,580 reviews,19116 Beardslee Blvd Ste 201
,31,83,119,162,185,11:30 am - 12:00 am,3:00 pm - 10:00 pm,9:00 am - 12:00 am,9:00 am - 10:00 pm,11:30 am - 11:00 pm,"3:00 pm - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,American (Traditional),Pizza",Bothell,Claimed,,No,Accepts Cryptocurrency,Beardslee Public House,$11-30,,3.5,580 reviews,19116 Beardslee Blvd Ste 201
,31,83,119,162,185,11:30 am - 12:00 am,3:00 pm - 10:00 pm,9:00 am - 12:00 am,9:00 am - 10:00 pm,11:30 am - 11:00 pm,"3:00 pm - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,American (Traditional),Pizza",Bothell,Claimed,,"Lunch, Dinner",Good For,Beardslee Public House,$11-30,,3.5,580 reviews,19116 Beardslee Blvd Ste 201
,31,83,119,162,185,11:30 am - 12:00 am,3:00 pm - 10:00 pm,9:00 am - 12:00 am,9:00 am - 10:00 pm,11:30 am - 11:00 pm,"3:00 pm - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,American (Traditional),Pizza",Bothell,Claimed,,Garage,Parking,Beardslee Public House,$11-30,,3.5,580 reviews,19116 Beardslee Blvd Ste 201
,31,83,119,162,185,11:30 am - 12:00 am,3:00 pm - 10:00 pm,9:00 am - 12:00 am,9:00 am - 10:00 pm,11:30 am - 11:00 pm,"3:00 pm - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,American (Traditional),Pizza",Bothell,Claimed,,Yes,Bike Parking,Beardslee Public House,$11-30,,3.5,580 reviews,19116 Beardslee Blvd Ste 201
,31,83,119,162,185,11:30 am - 12:00 am,3:00 pm - 10:00 pm,9:00 am - 12:00 am,9:00 am - 10:00 pm,11:30 am - 11:00 pm,"3:00 pm - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,American (Traditional),Pizza",Bothell,Claimed,,Yes,Wheelchair Accessible,Beardslee Public House,$11-30,,3.5,580 reviews,19116 Beardslee Blvd Ste 201
,31,83,119,162,185,11:30 am - 12:00 am,3:00 pm - 10:00 pm,9:00 am - 12:00 am,9:00 am - 10:00 pm,11:30 am - 11:00 pm,"3:00 pm - 11:00 pm
        
                Open now",11:30 am - 11:00 pm,"Breweries,American (Traditional),Pizza",Bothell,Claimed,,Yes,Good for Kids,Beardslee Public House,$11-30,,3.5,580 reviews,19116 Beardslee Blvd Ste 201
